,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_facility,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,dec_str_deg
3373,K2-8,c,K2-8 c,Transit,0,2,5.06416,0.00041,-0.00041,0.0,0.0532,0.0009,-0.0009,0.0,,,,,86.7,2.48,-2.48,0.0,,,,,,0.215,0.028999999999999998,-0.028999999999999998,0.0,,,,,0,0,1,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,407.93,11.83,-11.83,0.0,407.93,11.83,-11.83,0.0,14.61,0.03,0.0,14.335999999999999,,0.0,4870.0,60.0,-60.0,0.0,0.78,0.04,-0.04,0.0,0.74,0.04,-0.04,0.0,2016-07-07,1,,,,,0.08666669999999999,0.02075,-0.0105417,0.0,2456813.0707,0.0033,-0.0033,0.0,0.78,0.12,-0.42,0.0,K2,12.829,0.026000000000000002,0.0,12.318,0.03,0.0,0.28438888888888886
3382,HATS-11,b,HATS-11 b,Transit,0,1,3.619188,2.8e-05,-2.9e-05,0.0,0.0507,0.0012,-0.0012,0.0,,,,0.0,,,,0.0,,,,0.0,,1.609,0.064,-0.064,0.0,,,,0.0,0,0,1,19h17m36.18s,289.400757,-22d23m23.7s,-22.389927,967.34,31.42,-31.42,0.0,969.6,32.63,-32.63,0.0,14.017999999999999,0.081,0.0,13.833,,0.0,6563.0,361.0,-361.0,0.0,1.33,0.09,-0.09,0.0,1.54,0.06,-0.06,0.0,2018-10-26,1,,,,0.0,,,,0.0,2457313.27367,0.00033,-0.00032,0.0,0.14,0.12,-0.1,0.0,HATSouth,12.647,0.023,0.0,12.315,0.025,0.0,-21.610083333333336
3383,HATS-12,b,HATS-12 b,Transit,0,1,3.142702,5.3e-05,-5.3e-05,0.0,0.0441,0.0005,-0.0005,0.0,,,,0.0,,,,0.0,,,,0.0,,0.6920000000000001,0.042,-0.042,0.0,,,,0.0,0,0,1,19h16m48.57s,289.20239300000003,-19d21m21.3s,-19.355907000000002,512.41,32.77,-32.77,0.0,374.04,40.75,-40.75,0.0,12.755999999999998,0.021,0.0,12.677,,0.0,6357.0,91.0,-91.0,0.0,1.16,0.04,-0.04,0.0,1.17,0.07,-0.07,0.0,2018-10-26,1,,,,0.0,,,,0.0,2457311.2387599996,0.0006799999999999999,-0.0006799999999999999,0.0,0.43,0.16,-0.21,0.0,HATSouth,11.725,0.023,0.0,11.507,0.024,0.0,-18.64408333333333
3411,OGLE2-TR-L9,b,OGLE2-TR-L9 b,Transit,0,1,2.4855335,7e-07,-7e-07,0.0,0.0308,0.0005,-0.0005,0.0,,,,,79.8,0.3,-0.3,0.0,4.5,1.5,-1.5,0.0,Mass,1.61,0.04,-0.04,0.0,,,,,0,0,0,11h07m55.18s,166.979921,-61d08m46.5s,-61.146263,1704.36,83.34,-83.34,0.0,1704.36,83.34,-83.34,0.0,,,,14.564,,0.0,6933.0,58.0,,0.0,1.52,0.08,,0.0,1.53,0.04,,0.0,2014-05-14,1,1430.175,476.725,-476.725,0.0,,,,,2454492.79765,0.00039,-0.00039,0.0,,,,,OGLE,13.508,0.032,0.0,13.245999999999999,0.035,0.0,-60.85375
3412,OGLE-TR-10,b,OGLE-TR-10 b,Transit,0,1,3.101278,,,0.0,0.0434,0.0013,-0.0015,0.0,,,,,90.0,0.0,-3.9,0.0,0.62,0.14,-0.14,0.0,Mass,1.25,0.14,-0.12,0.0,0.4,0.18,-0.12,0.0,0,0,0,17h51m28.25s,267.867708,-29d52m34.9s,-29.876361,1386.23,114.78,-114.78,0.0,1386.23,114.78,-114.78,0.0,14.93,,0.0,15.684000000000001,,0.0,5950.0,130.0,,0.0,1.14,0.12,,0.0,1.17,0.13,,0.0,2014-05-14,1,197.046,44.494,-44.494,0.0,,,,,,,,,,,,,OGLE,,,,,,,-28.123638888888888
3413,OGLE-TR-056,b,OGLE-TR-056 b,Transit,0,1,1.2119189,,,0.0,0.02383,0.00045999999999999996,-0.0005099999999999999,0.0,,,,,77.6,0.91,-1.0,0.0,1.39,0.18,-0.17,0.0,Mass,1.3630000000000002,0.092,-0.09,0.0,0.68,0.18,-0.14,0.0,0,0,0,17h56m35.51s,269.147958,-29d32m21.2s,-29.539222,282.84,1.83,-1.83,0.0,282.84,1.83,-1.83,0.0,15.3,,0.0,12.909,,0.0,6050.0,100.0,,0.0,,,,,,,,,2014-05-14,1,441.77,57.21,-54.03,0.0,,,,,,,,,0.817,0.016,-0.031,0.0,OGLE,,,,,,,-28.460777777777775
3414,OGLE-TR-111,b,OGLE-TR-111 b,Transit,0,1,4.0144463,1e-06,-1e-06,0.0,0.0473,0.0015,-0.0014,0.0,,,,,88.3,0.3,-0.2,0.0,,,,,,1.0190000000000001,0.026000000000000002,-0.026000000000000002,0.0,,,,,0,0,0,10h53m17.91s,163.324625,-61d24m20.3s,-61.405639,1096.98,66.4,-66.4,0.0,1096.98,66.4,-66.4,0.0,15.55,,0.0,16.528,,0.0,5040.0,80.0,,0.0,0.85,0.06,,0.0,0.83,0.04,,0.0,2016-02-25,1,,,,,0.1116542,0.0006582999999999999,-0.0006957999999999999,0.0,2454092.80717,0.00016,-0.00016,0.0,0.35,0.04,-0.06,0.0,OGLE,,,,,,,-60.59436111111111
3415,OGLE-TR-113,b,OGLE-TR-113 b,Transit,0,1,1.4324752,,,0.0,0.02289,0.00016,-0.00015,0.0,,,,,87.8,1.6,-0.62,0.0,1.26,0.16,-0.16,0.0,Mass,1.093,0.027999999999999997,-0.019,0.0,1.2,0.17,-0.16,0.0,0,0,0,10h52m24.40s,163.101667,-61d26m48.5s,-61.446806,600.0,,,0.0,,,,,14.42,,0.0,,,,4790.0,75.0,,0.0,0.78,0.02,,0.0,0.77,0.02,,0.0,2014-05-14,1,400.449,50.851,-50.851,0.0,,,,,,,,,,,,,OGLE,,,,,,,-60.55319444444445
3416,OGLE-TR-132,b,OGLE-TR-132 b,Transit,0,1,1.689868,,,0.0,0.03035,0.00057,-0.00053,0.0,,,,,83.4,2.9,-1.3,0.0,1.18,0.14,-0.13,0.0,Mass,1.2,0.15,-0.11,0.0,0.85,0.32,-0.26,0.0,0,0,0,10h50m34.72s,162.644667,-61d57m25.9s,-61.957193999999994,2500.0,250.0,-250.0,0.0,,,,,15.72,,0.0,,,,6210.0,75.0,-75.0,0.0,1.3,0.07,-0.07,0.0,1.32,0.17,-0.12,0.0,2014-10-29,1,375.02,44.49,-41.32,0.0,,,,,,,,,0.56,0.046,-0.22,0.0,OGLE,,,,,,,-60.04280555555555
3417,OGLE-TR-182,b,OGLE-TR-182 b,Transit,0,1,3.9791,1e-05,-1e-05,0.0,0.051,0.001,-0.001,0.0,0.0,,,0.0,85.7,0.3,-0.3,0.0,1.01,0.15,-0.15,0.0,Mass,1.13,0.24,-0.08,0.0,,,,,0,0,0,11h09m18.71s,167.32796299999998,-61d05m42.9s,-61.095257,2669.56,419.75,-419.75,0.0,2669.56,419.75,-419.75,0.0,,,,16.678,,0.0,5924.0,64.0,,0.0,1.14,0.05,,0.0,1.14,0.23,,0.0,2014-05-14,1,320.995,47.672,-47.672,0.0,,,,,2454270.572,0.002,-0.002,0.0,,,,,OGLE,15.453,0.068,0.0,14.899000000000001,0.08,0.0,-60.90475
3418,OGLE-TR-211,b,OGLE-TR-211 b,Transit,0,1,3.67724,3e-05,-3e-05,0.0,0.051,0.001,-0.001,0.0,0.0,,,0.0,87.2,,,-1.0,1.03,0.2,-0.2,0.0,Mass,1.36,0.18,-0.09,0.0,,,,,0,0,0,10h40m14.39s,160.059951,-62d27m20.2s,-62.455601,1574.54,115.09,-115.09,0.0,1574.54,115.09,-115.09,0.0,,,,15.07,,0.0,6325.0,91.0,,0.0,1.33,0.05,,0.0,1.64,0.21,,0.0,2014-05-14,1,327.351,63.563,-63.563,0.0,0.1838,0.0055,-0.0055,0.0,2453428.334,0.003,-0.003,0.0,,,,,OGLE,13.767000000000001,0.032,0.0,13.419,0.04,0.0,-61.54438888888889
3420,POTS-1,b,POTS-1 b,Transit,0,1,3.1606296,1.57e-06,-1.57e-06,0.0,0.03734,0.0009,-0.0009,0.0,,,,,88.06,0.47,-0.34,0.0,2.31,0.77,-0.77,0.0,Mass,0.941,0.036000000000000004,-0.047,0.0,,,,,0,0,0,13h34m26.13s,203.608877,-66d34m52.0s,-66.58111600000001,1200.0,600.0,-600.0,0.0,760.02,46.52,-46.52,0.0,17.94,0.03,0.0,17.26,,0.0,4400.0,200.0,-200.0,0.0,0.69,0.05,-0.05,0.0,0.59,0.02,-0.03,0.0,2014-05-14,1,734.16,244.72,-244.72,0.0,,,,,2454231.65488,0.00044,-0.00044,0.0,0.459,0.045,-0.073,0.0,La Silla Observatory,15.171,0.061,0.0,14.375,0.040999999999999995,0.0,-65.41888888888889
3451,K2-42,b,K2-42 b,Transit,0,1,6.68796,0.00093,-0.00093,0.0,0.0617,0.0013,-0.0013,0.0,,,,,,,,,,,,,,0.192,0.021,-0.021,0.0,,,,,0,0,1,11h46m39.77s,176.665726,-05d10m18.9s,-5.171913,401.36,7.9,-7.9,0.0,401.36,7.9,-7.9,0.0,15.023,0.02,0.0,14.634,,0.0,4613.0,71.0,-71.0,0.0,0.7,0.05,-0.05,0.0,0.64,0.04,-0.04,0.0,2016-07-18,1,,,,,0.1266667,0.0083333,-0.0083333,0.0,2456814.6763,0.0052,-0.0052,0.0,,,,,K2,12.982000000000001,0.023,0.0,12.398,0.024,0.0,-4.828083333333333
3452,K2-43,b,K2-43 b,Transit,0,2,3.471149,0.000104,-5.2e-05,0.0,,,,0.0,,,,0.0,89.6,1.35,-0.67,0.0,,,,0.0,,0.402,0.039,-0.017,0.0,,,,0.0,0,0,1,11h16m28.11s,169.117142,-03d58m31.6s,-3.9754400000000003,183.48,1.91,-1.91,0.0,183.48,1.91,-1.91,0.0,15.595999999999998,0.05,0.0,14.821,,0.0,3840.6,98.8,-49.5,0.0,0.57,0.11,-0.06,0.0,0.54,0.05,-0.02,0.0,2019-08-15,1,,,,0.0,,,,0.0,2456809.8843,0.0007099999999999999,-0.0007099999999999999,0.0,0.11,0.32,-0.17,0.0,K2,12.422,0.024,0.0,11.712,0.024,0.0,-2.024555555555555
3453,K2-44,b,K2-44 b,Transit,0,1,5.65688,0.00059,-0.00059,0.0,0.0651,0.0011,-0.0011,0.0,,,,,,,,,,,,,,0.243,0.028999999999999998,-0.028999999999999998,0.0,,,,,0,0,1,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,483.19,10.19,-10.19,0.0,483.19,10.19,-10.19,0.0,12.189,0.12,0.0,12.024000000000001,,0.0,5912.0,51.0,-51.0,0.0,1.15,0.06,-0.06,0.0,1.58,0.15,-0.15,0.0,2016-07-18,1,,,,,0.18166670000000001,0.0054167,-0.0054167,0.0,2456811.7176,0.0044,-0.0044,0.0,,,,,K2,11.017999999999999,0.026000000000000002,0.0,10.696,0.021,0.0,-1.4791111111111113
3454,K2-45,b,K2-45 b,Transit,0,1,1.7292684,6.9e-06,-6.9e-06,0.0,0.0224,0.0012,-0.0012,0.0,,,,,,,,,,,,,,0.599,0.0,0.0,0.0,,,,,0,0,1,11h18m31.89s,169.632874,-01d46m26.9s,-1.77413,502.34,10.77,-10.77,0.0,502.34,10.77,-10.77,0.0,15.78,0.01,0.0,15.344000000000001,,0.0,4103.0,90.0,-90.0,0.0,0.5,0.08,-0.08,0.0,0.45,0.07,-0.07,0.0,2016-07-18,1,,,,,0.070375,0.0005832999999999999,-0.0005832999999999999,0.0,2456809.5260400004,0.00018,-0.00018,0.0,,,,,K2,13.536,0.026000000000000002,0.0,12.92,0.024,0.0,-0.22586111111111107
3455,K2-46,b,K2-46 b,Transit,0,1,19.1541,0.0041,-0.0041,0.0,0.13821,0.0009599999999999999,-0.0009599999999999999,0.0,,,,,,,,,,,,,,0.183,0.021,-0.021,0.0,,,,,0,0,1,11h37m03.92s,174.26634199999998,-00d54m26.1s,-0.9072610000000001,454.93,10.61,-10.61,0.0,454.93,10.61,-10.61,0.0,12.029000000000002,0.02,0.0,11.915,,0.0,6256.0,37.0,-37.0,0.0,0.96,0.02,-0.02,0.0,1.29,0.12,-0.12,0.0,2016-07-18,1,,,,,0.2804167,0.0125,-0.0125,0.0,2456815.3353,0.0082,-0.0082,0.0,,,,,K2,11.046,0.026000000000000002,0.0,10.761,0.021,0.0,0.90725
3456,K2-47,b,K2-47 b,Transit,0,1,31.6372,0.0088,-0.0088,0.0,0.1779,0.0016,-0.0016,0.0,,,,,,,,,,,,,,0.16899999999999998,0.023,-0.023,0.0,,,,,0,0,1,11h14m19.82s,168.582596,+02d46m50.6s,2.780711,353.38,5.34,-5.34,0.0,353.38,5.34,-5.34,0.0,14.085,0.11,0.0,13.74,,0.0,5054.0,82.0,-82.0,0.0,0.75,0.02,-0.02,0.0,0.76,0.03,-0.03,0.0,2016-07-18,1,,,,,0.1666667,0.03625,-0.03625,0.0,2456825.703,0.014,-0.014,0.0,,,,,K2,12.295,0.023,0.0,11.856,0.026000000000000002,0.0,2.7807222222222223
3457,K2-48,b,K2-48 b,Transit,0,1,20.5065,0.0035,-0.0035,0.0,0.1344,0.0012,-0.0012,0.0,,,,,,,,,,,,,,0.2,0.021,-0.021,0.0,,,,,0,0,1,11h44m29.65s,176.12355,+03d16m20.7s,3.272425,316.61,2.89,-2.89,0.0,316.61,2.89,-2.89,0.0,14.277000000000001,0.03,0.0,13.968,,0.0,4899.0,78.0,-78.0,0.0,0.77,0.02,-0.02,0.0,0.73,0.02,-0.02,0.0,2016-07-18,1,,,,,0.1254167,0.01125,-0.01125,0.0,2456817.4859,0.007,-0.007,0.0,,,,,K2,12.43,0.021,0.0,11.902999999999999,0.025,0.0,3.2724166666666665
3482,Qatar-2,b,Qatar-2 b,Transit,0,1,1.33711647,2.6e-07,-2.6e-07,0.0,0.02153,0.0002,-0.0002,0.0,0.0,,,0.0,86.12,0.08,-0.08,0.0,2.494,0.054,-0.054,0.0,Mass,1.254,0.013000000000000001,-0.013000000000000001,0.0,1.573,0.029,-0.029,0.0,0,0,1,13h50m37.41s,207.655866,-06d48m14.5s,-6.804028,182.32,1.21,-1.21,0.0,182.32,1.21,-1.21,0.0,13.3,,0.0,13.027999999999999,,0.0,4645.0,50.0,-50.0,0.0,0.74,0.02,-0.02,0.0,0.78,0.01,-0.01,0.0,2014-11-05,1,792.635,17.162,-17.162,0.0,,,,,2455624.267096,8.7e-05,-8.7e-05,0.0,,,,,Qatar,11.35,0.026000000000000002,0.0,10.794,0.021,0.0,-5.195972222222222
3486,SWEEPS-4,b,SWEEPS-4 b,Transit,0,1,4.2,,,0.0,0.055,,,0.0,,,,,,,,,3.8,,,0.0,Mass,0.81,0.1,-0.1,0.0,,,,,0,0,0,17h58m53.92s,269.724667,-29d11m20.6s,-29.189056,8500.0,,,0.0,,,,,18.8,,0.0,,,,,,,,1.24,,,0.0,1.18,,,0.0,2014-05-14,1,1207.7,,,0.0,,,,,,,,,,,,,Hubble Space Telescope,,,,,,,-28.810944444444445
3487,SWEEPS-11,b,SWEEPS-11 b,Transit,0,1,1.796,,,0.0,0.03,,,0.0,,,,,,,,,9.7,5.6,-4.5,0.0,Mass,1.13,0.21,-0.21,0.0,,,,,0,0,0,17h59m02.00s,269.758333,-29d11m53.5s,-29.198194,8500.0,,,0.0,,,,,19.83,,0.0,,,,,,,,1.1,,,0.0,1.45,,,0.0,2014-05-14,1,3082.82,1779.77,-1430.17,0.0,,,,,,,,,,,,,Hubble Space Telescope,,,,,,,-28.801805555555557
3510,K2-49,b,K2-49 b,Transit,0,1,2.77065,0.00015,-0.00015,0.0,0.0309,0.0029,-0.0029,0.0,,,,,,,,,,,,,,0.172,0.047,-0.047,0.0,,,,,0,0,1,11h49m16.85s,177.320206,+03d28m32.0s,3.475569,463.06,10.19,-10.19,0.0,463.06,10.19,-10.19,0.0,15.668,0.08,0.0,15.244000000000002,,0.0,4175.0,97.0,-97.0,0.0,0.51,0.14,-0.14,0.0,0.45,0.12,-0.12,0.0,2016-07-18,1,,,,,0.096125,0.0035832999999999998,-0.0035832999999999998,0.0,2456810.0203,0.0026,-0.0026,0.0,,,,,K2,13.463,0.026000000000000002,0.0,12.873,0.025,0.0,3.4755555555555557
3511,K2-50,b,K2-50 b,Transit,0,2,8.7529,0.0013,-0.0013,0.0,0.0705,0.0022,-0.0022,0.0,,,,,,,,,,,,,,0.142,0.021,-0.021,0.0,,,,,0,0,1,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,3.26,-3.26,0.0,259.33,3.26,-3.26,0.0,14.717,0.05,0.0,14.258,,0.0,,,,0.0,0.61,0.06,-0.06,0.0,,,,0.0,2016-07-18,1,,,,,0.1116667,0.0108333,-0.0108333,0.0,2456810.3311,0.0074,-0.0074,0.0,,,,,K2,12.41,0.027000000000000003,0.0,11.765,0.023,0.0,5.988388888888889
3512,K2-52,b,K2-52 b,Transit,0,1,3.535055,1.7e-05,-1.6e-05,0.0,0.054,0.002,-0.002,0.0,,,,0.0,86.46,2.04,-1.91,0.0,,,,0.0,,1.6059999999999999,0.196,-0.196,0.0,,,,0.0,0,0,1,16h26m26.74s,246.61142,-24d58m11.8s,-24.969948000000002,1041.7,132.7,-104.1,0.0,1064.53,68.51,-68.51,0.0,15.037,,0.0,15.255,,0.0,7147.0,483.0,-506.0,0.0,1.69,0.16,-0.14,0.0,2.19,0.28,-0.23,0.0,2019-01-31,1,,,,0.0,0.222,0.003,-0.003,0.0,2456896.02618,0.00108,-0.0011099999999999999,0.0,0.32,0.14,-0.18,0.0,K2,12.729000000000001,0.026000000000000002,0.0,12.126,0.021,0.0,-23.030055555555556
3513,K2-53,b,K2-53 b,Transit,0,1,12.20772,0.000123,-0.000113,0.0,0.098,0.001,-0.001,0.0,,,,0.0,89.32,0.22,-0.16,0.0,,,,0.0,,0.23199999999999998,0.009000000000000001,-0.009000000000000001,0.0,,,,0.0,0,0,1,16h16m34.04s,244.14181499999998,-20d24m01.9s,-20.400534,139.1,2.2,-2.0,0.0,138.56,1.13,-1.13,0.0,11.888,,0.0,12.148,,0.0,5263.0,88.0,-86.0,0.0,0.85,0.03,-0.04,0.0,0.81,0.02,-0.01,0.0,2019-01-31,1,,,,0.0,0.145,0.003,-0.003,0.0,2456896.38582,0.0018899999999999998,-0.00186,0.0,0.31,0.07,-0.1,0.0,K2,10.306,0.024,0.0,9.826,0.024,0.0,-19.599472222222225
3514,K2-54,b,K2-54 b,Transit,0,1,9.7843,0.0014,-0.0014,0.0,0.0671,0.0037,-0.0037,0.0,,,,,,,,,,,,,,0.10300000000000001,0.017,-0.017,0.0,,,,,0,0,1,22h32m13.01s,338.05419900000004,-17d32m38.4s,-17.543995000000002,175.84,1.02,-1.02,0.0,175.84,1.02,-1.02,0.0,14.042,0.01,0.0,13.945,,0.0,3798.0,113.0,-113.0,0.0,0.42,0.07,-0.07,0.0,0.38,0.05,-0.05,0.0,2016-07-18,1,,,,,0.115,0.0075,-0.0075,0.0,2456982.936,0.0053,-0.0053,0.0,,,,,K2,11.85,0.037000000000000005,0.0,11.231,0.044000000000000004,0.0,-16.456
