Name,obs time,obs time error,Transit Length,Effective Temperature,J-magnitude,Number of exposures possible,S/N median,Minimum S/N,Maximum S/N,Minimum Exposure Time,Maximum Exposure Time,rank
Eclipse Begin : WASP-70 A b,2020-09-19 01:33:54.981256,1.02223889386098,115.47611063828487,22.259260520114363,20.421253204345703,78.02684783935547
Eclipse Mid,2020-09-19 03:13:55.461256,1.083389123303964,114.23449194423944,23.42264820230782,296.07452392578125,67.37305450439453
Eclipse End,2020-09-19 04:53:55.941256,1.404448526801122,112.88930637605716,24.692285026414222,275.9163818359375,45.39977264404297
Eclipse Begin : WASP-80 b,2020-08-12 01:47:38.663463,1.2020024603145456,109.30493913856448,85.23209835317412,52.022422790527344,56.29906463623047
Eclipse Mid,2020-08-12 02:51:34.464903,1.0989448587517636,109.93352532942487,84.59847067372318,24.550376892089844,65.5003433227539
Eclipse End,2020-08-12 03:55:30.266343,1.0888175583417001,110.51017911068594,84.0117889946258,344.4332275390625,66.697265625
Eclipse Begin : WASP-80 b,2020-08-15 03:25:28.236610,1.0831360263880074,143.18733552724726,50.25320088508605,356.0281066894531,67.40519714355469
Eclipse Mid,2020-08-15 04:29:24.038050,1.1347230169742948,143.7688524717404,49.5502405260806,320.38037109375,61.796226501464844
Eclipse End,2020-08-15 05:33:19.839490,1.2953793958057005,144.2977910845841,48.89191322899759,299.5967712402344,50.53153991699219
Eclipse Begin : WASP-121 b,2020-11-05 05:23:59.803553,1.440105202085332,65.47169096461698,128.81381261969247,121.48922729492188,43.97892379760742
Eclipse Mid,2020-11-05 06:50:36.763553,1.1492261959685268,65.48735958124377,128.40692592929682,126.81636810302734,60.476158142089844
Eclipse End,2020-11-05 08:17:13.723553,1.0419439069339835,65.46369872952732,128.03498960021548,154.84291076660156,73.68760681152344
Eclipse Begin : WASP-121 b,2020-11-28 04:08:37.562071,1.3695611243486336,81.40530025785102,155.44992545953332,121.74498748779297,46.89988708496094
Eclipse Mid,2020-11-28 05:35:14.522071,1.1205398746891302,81.2777128761082,155.84737060223495,129.19129943847656,63.1798210144043
Eclipse End,2020-11-28 07:01:51.482071,1.035872362289785,81.08293390789233,156.30335008392714,164.7310028076172,74.8774185180664
Eclipse Begin : WASP-121 b,2020-12-12 04:42:44.713764,1.1161689312856522,101.76423942801921,33.989302514902306,129.6632080078125,63.627071380615234
Eclipse Mid,2020-12-12 06:09:21.673764,1.035179156095649,102.24499595021554,32.924863906782704,166.55496215820312,75.02005767822266
Eclipse End,2020-12-12 07:35:58.633764,1.0679813752737994,102.63890247093245,31.94450524593688,220.9910430908203,69.44668579101562
Eclipse Begin : WASP-121 b,2020-12-21 02:53:38.709412,1.3076073098211625,103.84292404706385,79.75420025218773,122.23423767089844,49.88525390625
Eclipse Mid,2020-12-21 04:20:15.669412,1.0959544647246302,103.61968927140626,80.40608912398848,132.40834045410156,65.8456802368164
Eclipse End,2020-12-21 05:46:52.629412,1.03308425221427,103.31125594697167,81.15825478352365,176.2598114013672,75.46060943603516
Eclipse Begin : WASP-121 b,2020-12-26 05:17:03.288812,1.0345387041358451,78.0697505669432,135.45835747254802,168.55641174316406,75.1531982421875
Eclipse Mid,2020-12-26 06:43:40.248812,1.0709079762994755,77.81600682742274,135.97224243989174,221.93496704101562,69.0330581665039
Eclipse End,2020-12-26 08:10:17.208812,1.241050341340695,77.48343359033937,136.58716595705584,236.73143005371094,53.68459701538086
Eclipse Begin : WASP-121 b,2021-01-04 03:28:05.583817,1.0918871121803186,75.89255358107368,118.27199936401155,133.1138916015625,66.32609558105469
Eclipse Mid,2021-01-04 04:54:42.543817,1.0329498878842331,76.17479672075694,117.62243989095442,178.48622131347656,75.48937225341797
Eclipse End,2021-01-04 06:21:19.503817,1.0866052005591889,76.3749149507085,117.06687722176898,225.87310791015625,66.9696044921875
Eclipse Begin : WASP-20 b,2020-08-15 05:24:22.746539,1.1315729249235533,98.48089539034194,48.98100612745113,94.80071258544922,62.0951042175293
Eclipse Mid,2020-08-15 07:06:28.506539,1.0033459618605198,99.50831635948623,48.031816107198814,81.11345672607422,85.31948852539062
Eclipse End,2020-08-15 08:48:34.266539,1.0559175544914179,100.39541524904628,47.23830658339502,268.1900634765625,71.2702407836914
Eclipse Begin : WASP-20 b,2020-10-08 02:53:54.725338,1.029859140477061,89.60366473861994,110.99752472584316,89.80197143554688,76.16935729980469
Eclipse Mid,2020-10-08 04:36:00.485338,1.0140769834792678,90.43892315376802,110.25459557421773,272.67645263671875,80.442138671875
Eclipse End,2020-10-08 06:18:06.245338,1.1894284087153661,91.13504165135595,109.65663955371865,263.7558288574219,57.21834182739258
Eclipse Begin : WASP-20 b,2020-10-13 00:29:38.192515,1.347850572615184,147.08998375389285,53.12181830434509,98.93983459472656,47.89540100097656
Eclipse Mid,2020-10-13 02:11:43.952515,1.0573780529777843,148.25062754342096,51.85448289006716,91.89781188964844,71.03821563720703
Eclipse End,2020-10-13 03:53:49.712515,1.0030250256768833,149.3839559979228,50.63530808202285,279.4425354003906,85.54901885986328
Eclipse Begin : K2-265 b,2020-07-31 05:22:22.043299,1.092746338138369,72.79777394388067,137.08960473880182,68.737548828125,66.22354888916016
Eclipse Mid,2020-07-31 06:30:20.844739,1.020839338916648,72.2831011515223,137.56540868278861,29.038488388061523,78.40308380126953
Eclipse End,2020-07-31 07:38:19.646179,1.0340023207518023,71.70193986840037,138.10961268505923,311.9558410644531,75.26573181152344
Eclipse Begin : K2-265 b,2020-08-19 04:14:19.321174,1.081405585312926,168.99775279232395,4.523245228364955,66.69190979003906,67.62653350830078
Eclipse Mid,2020-08-19 05:22:18.122614,1.0185416963811142,169.92339642508836,4.846234668311671,21.458005905151367,79.0507583618164
Eclipse End,2020-08-19 06:30:16.924054,1.0397775958705966,170.838386797284,5.306853613134956,307.7143859863281,74.10059356689453
Eclipse Begin : K2-265 b,2020-09-07 03:07:06.671854,1.0698686146089937,61.543086975489224,124.93679818980505,64.114501953125,69.17879486083984
Eclipse Mid,2020-09-07 04:15:05.473294,1.0168864783691247,62.03488876426009,124.50404565089087,12.017919540405273,79.5438003540039
Eclipse End,2020-09-07 05:23:04.274734,1.0473088203378824,62.4699921918576,124.12981654489128,303.5921936035156,72.7129898071289
Eclipse Begin : K2-265 b,2020-10-15 00:55:10.508017,1.0477015356380743,161.95915132725986,26.30205577191088,56.594058990478516,72.64411926269531
Eclipse Mid,2020-10-15 02:03:09.309457,1.0168293766701983,161.04125476449124,25.45309420630045,348.46014404296875,79.56124877929688
Eclipse End,2020-10-15 03:11:08.110897,1.069338010138725,160.108616277229,24.595323971707995,296.0179748535156,69.2536849975586
Eclipse Begin : WASP-166 b,2021-01-01 03:50:22.580643,1.6314272992308623,47.13135708514007,155.34421624630826,98.33909606933594,37.80385208129883
Eclipse Mid,2021-01-01 05:38:22.580643,1.1291054643179157,46.80871875789066,154.7996121937407,88.7146224975586,62.332462310791016
Eclipse End,2021-01-01 07:26:22.580643,1.0029139874540223,46.43682550110076,154.2920730098705,36.161434173583984,85.63127136230469
Eclipse Begin : HR 858 b,2020-09-30 05:47:37.817688,1.04261728352684,52.69736234957941,161.06251650498749,115.62347412109375,73.56163787841797
Eclipse Mid,2020-09-30 07:08:55.097688,1.006857118818388,52.50201880485351,161.5245745342839,203.60345458984375,83.3093032836914
Eclipse End,2020-09-30 08:30:12.377688,1.0757412065554697,52.245694319384654,162.05491776685156,248.36172485351562,68.37124633789062
Eclipse Begin : HR 858 b,2020-10-18 04:06:24.975172,1.0849458143536352,136.5702587147041,19.14855464312743,111.0850601196289,67.17662811279297
Eclipse Mid,2020-10-18 05:27:42.255172,1.0081586847766102,136.28529963498326,20.221084210109925,147.73898315429688,82.70581817626953
Eclipse End,2020-10-18 06:48:59.535172,1.0366905416865952,135.95296632115776,21.30612825391088,242.95938110351562,74.71099090576172
Eclipse Begin : HR 858 b,2020-11-05 02:25:45.872145,1.1457867685815106,73.57792655705617,129.9056100154233,109.382080078125,60.78129196166992
Eclipse Mid,2020-11-05 03:47:03.152145,1.0233054178420529,74.11593655859049,129.35573438800304,122.5302734375,77.74844360351562
Eclipse End,2020-11-05 05:08:20.432145,1.014173236513498,74.57935762877993,128.89409413795485,228.64369201660156,80.40989685058594
Eclipse Begin : HR 858 b,2020-11-23 00:45:39.665883,1.2288576527752657,57.56960989124127,99.27200742892087,108.98370361328125,54.4653205871582
Eclipse Mid,2020-11-23 02:06:56.945883,1.0524943453712279,57.36913238223064,99.68671054828806,113.94036102294922,71.82787322998047
Eclipse End,2020-11-23 03:28:14.225883,1.0058199511022083,57.12201221202689,100.16591770971196,188.12301635742188,83.83338165283203
Eclipse Begin : HR 858 b,2021-01-05 01:35:08.113296,1.0335351234605485,133.11190926083015,106.66656238838894,242.00469970703125,75.36454010009766
Eclipse Mid,2021-01-05 02:56:25.393296,1.1768738817159952,133.5911130613557,105.8488793861868,250.88877868652344,58.18000411987305
Eclipse End,2021-01-05 04:17:42.673296,1.5333560689565047,133.98312168834119,105.12333345991819,249.68572998046875,40.70497512817383
Eclipse Begin : HR 858 d,2020-10-17 02:34:19.975631,1.3775124047435103,139.70966593791837,5.628112191688812,109.4771957397461,46.54762268066406
Eclipse Mid,2020-10-17 04:17:21.895631,1.0735459815206174,139.79806172184712,6.634763794701619,111.80071258544922,68.66867065429688
Eclipse End,2020-10-17 06:00:23.815631,1.006570038030764,139.83154212767792,7.768682832031596,200.73446655273438,83.45008087158203
Eclipse Begin : TOI-125 c,2020-08-23 05:47:11.383848,1.4769502058571717,107.47243820759813,56.149068727557015,161.765380859375,42.61517333984375
Eclipse Mid,2020-08-23 07:15:49.303848,1.361762060026875,107.11321173706533,57.25526432991077,172.3314971923828,47.25170135498047
Eclipse End,2020-08-23 08:44:27.223848,1.352555120496887,106.73380258786419,58.39796756003181,185.3321075439453,47.67534255981445
Eclipse Begin : TOI-125 c,2020-10-17 03:29:50.914131,1.368980492167121,106.55735549651895,6.148005487979487,170.98635864257812,46.92586135864258
Eclipse Mid,2020-10-17 04:58:28.834131,1.348796611820251,106.15092026980345,7.078097555247435,183.90975952148438,47.850948333740234
Eclipse End,2020-10-17 06:27:06.754131,1.4305889279048924,105.72055032961788,8.070415556806891,195.5507049560547,44.34785461425781
Eclipse Begin : TOI-125 c,2020-12-11 01:14:09.964816,1.3466258364158281,106.36498683953566,50.24219686594333,182.7233123779297,47.953094482421875
Eclipse Mid,2020-12-11 02:42:47.884816,1.4186204471756583,105.95243889029851,49.10118765674208,194.64292907714844,44.822288513183594
Eclipse End,2020-12-11 04:11:25.804816,1.6146621276332704,105.5177977703458,47.990796415773374,202.47666931152344,38.26683044433594
Eclipse Begin : GJ 143 b,2020-10-11 05:15:57.696374,1.3386180590057073,104.0889607917954,74.94134155217067,164.7561492919922,48.33454132080078
Eclipse Mid,2020-10-11 06:52:51.694934,1.2832696938541297,104.4589044229304,74.17849991060625,180.92291259765625,51.19281768798828
Eclipse End,2020-10-11 08:29:45.693494,1.352285442197848,104.74984023284784,73.54498386146449,196.6776123046875,47.68789291381836
Eclipse Begin : K2-233 c,2020-07-25 00:11:22.683828,1.005912759110113,55.86787267058771,55.75228379248203,313.11541748046875,83.78465270996094
Eclipse Mid,2020-07-25 01:30:52.685268,1.0884255472311744,55.18002097109127,56.376816984206165,275.7342834472656,66.74522399902344
Eclipse End,2020-07-25 02:50:22.686708,1.3321421275988317,54.40708293219706,57.09303292104701,266.7370300292969,48.64850616455078
Eclipse Begin : HD 21749 c,2020-11-20 00:55:20.823514,1.5625788645695367,76.86895664827496,63.71609155958251,153.97735595703125,39.78940963745117
Eclipse Mid,2020-11-20 02:10:47.824954,1.3795512459700967,76.80770736118887,64.27737249071554,161.0586395263672,46.458316802978516
Eclipse End,2020-11-20 03:26:14.826394,1.295759534217114,76.71628923728241,64.92341215912933,172.231689453125,50.511131286621094
Eclipse Begin : TOI-270 b,2020-09-10 06:14:23.815661,1.5510122090949883,74.70605389466012,90.70633555191922,138.2432403564453,40.146202087402344
Eclipse Mid,2020-09-10 06:56:00.417101,1.3825739638587615,74.84344843974293,90.45486586382422,140.68006896972656,46.32666778564453
Eclipse End,2020-09-10 07:37:37.018541,1.2677957295876356,74.97338041188634,90.22493440196455,145.11058044433594,52.070770263671875
Eclipse Begin : TOI-270 b,2020-10-17 05:17:06.529961,1.256958478438917,112.09503784474268,7.283733274200876,145.80047607421875,52.70924377441406
Eclipse Mid,2020-10-17 05:58:43.131401,1.1849882885841183,112.16894833939689,7.74976331146712,153.21456909179688,57.55322265625
Eclipse End,2020-10-17 06:40:19.732841,1.1426524220320045,112.23378831487389,8.219739180962566,163.79452514648438,61.063533782958984
Eclipse Begin : TOI-270 b,2020-10-27 07:12:33.137435,1.1282066748737802,75.91572332240963,132.11138255665875,187.05551147460938,62.41965103149414
Eclipse Mid,2020-10-27 07:54:09.738875,1.152373056595362,75.84009677405292,132.4393330318778,199.6535186767578,60.201045989990234
Eclipse End,2020-10-27 08:35:46.340315,1.2028701967140416,75.74823288463526,132.7894289640738,209.2897491455078,56.23714065551758
Eclipse Begin : TOI-270 b,2020-11-13 02:25:07.842038,1.452709891997704,111.55568264403682,30.49757868376746,139.3416290283203,43.50111389160156
Eclipse Mid,2020-11-13 03:06:44.443478,1.3154513326953632,111.66960688103444,29.957598369023366,142.77626037597656,49.481422424316406
Eclipse End,2020-11-13 03:48:21.044918,1.2228881630659034,111.77786250782508,29.419654805601596,148.53567504882812,54.858821868896484
Eclipse Begin : TOI-270 b,2020-11-23 04:20:46.957986,1.138784755136692,77.06438913966662,100.51855307718179,165.5487518310547,61.4174919128418
Eclipse Mid,2020-11-23 05:02:23.559426,1.125255343573631,77.00440616352911,100.82385786787228,179.01907348632812,62.708740234375
Eclipse End,2020-11-23 05:44:00.160866,1.1354441204199737,76.9286041966063,101.15262845172651,192.67813110351562,61.728450775146484
Eclipse Begin : TOI-270 b,2020-12-03 06:16:30.605388,1.2129621630792218,83.94206193939449,147.52632945730124,210.44764709472656,55.53054428100586
Eclipse Mid,2020-12-03 06:58:07.206828,1.3003550174278335,84.01816332317362,147.34351903994653,216.57965087890625,50.26603317260742
Eclipse End,2020-12-03 07:39:43.808268,1.4305409647253304,84.08329280097567,147.1597512939645,220.2970733642578,44.349735260009766
Eclipse Begin : TOI-270 b,2020-12-20 01:29:32.506194,1.2114286830910777,78.67963252131531,67.68772894952488,149.72325134277344,55.63633728027344
Eclipse Mid,2020-12-20 02:11:09.107634,1.1572911364170708,78.62974679434366,67.97773366579666,158.94956970214844,59.778594970703125
Eclipse End,2020-12-20 02:52:45.709074,1.1299654510585342,78.5653932013122,68.29160847992353,171.2246856689453,62.24940490722656
Eclipse Begin : TOI-270 b,2020-12-30 03:25:26.323357,1.1395029901528155,82.23846139587225,177.57181485244013,194.77801513671875,61.35127639770508
Eclipse Mid,2020-12-30 04:07:02.924797,1.1787368044999034,82.33246580437702,177.50923319368218,205.71751403808594,58.034366607666016
Eclipse End,2020-12-30 04:48:39.526237,1.246950314252378,82.41375828422287,177.44663930857195,213.48338317871094,53.31734848022461
Eclipse Begin : TOI-270 c,2020-11-17 01:40:50.772562,1.5822345648682918,104.79322120527675,24.956205294377227,138.0218963623047,39.19913101196289
Eclipse Mid,2020-11-17 02:30:35.171122,1.3763131401081181,104.70599912268706,25.51247516614863,140.83985900878906,46.600345611572266
Eclipse End,2020-11-17 03:20:19.569682,1.246359584233433,104.60409438739248,26.1010720481764,146.55258178710938,53.35382080078125
Eclipse Begin : TOI-270 c,2020-12-04 01:13:03.730139,1.4130178693736188,87.49618001734498,137.6493547121215,140.0260772705078,45.04850387573242
Eclipse Mid,2020-12-04 02:02:48.128699,1.2693026965019374,87.7246889979961,137.2549541467434,145.0301055908203,51.98356628417969
Eclipse End,2020-12-04 02:52:32.527259,1.1816555114964415,87.93455022864703,136.89729295576188,153.77210998535156,57.80829620361328
Eclipse Begin : TOI-270 d,2020-10-18 05:17:01.027185,1.2488994916879506,111.65927269431936,20.078636386055965,146.3614044189453,53.197471618652344
Eclipse Mid,2020-10-18 06:21:27.427185,1.1547752158131874,111.67356143684873,20.939281094210887,159.6314697265625,59.99358367919922
Eclipse End,2020-10-18 07:25:53.827185,1.1251754313599858,111.66385616837333,21.79375645477394,179.68382263183594,62.71662902832031
Eclipse Begin : TOI-270 d,2020-12-14 02:54:30.121680,1.1411897857521867,106.53929539932217,8.039277626893854,164.44483947753906,61.19664001464844
Eclipse Mid,2020-12-14 03:58:56.521680,1.127004768135177,106.36927833287683,7.192588545399269,185.4381866455078,62.53685760498047
Eclipse End,2020-12-14 05:03:22.921680,1.1707271155174166,106.16916016759036,6.3390659770162685,204.20098876953125,58.66816329956055
Eclipse Begin : LTT 1445 A b,2020-09-22 04:21:22.447385,1.4554770835149127,140.65971055348328,64.73577774576,89.81632232666016,43.3978271484375
Eclipse Mid,2020-09-22 05:02:42.127385,1.255378818348802,140.39528988518236,65.18105079717205,85.01505279541016,52.80401611328125
Eclipse End,2020-09-22 05:44:01.807385,1.1312572561709062,140.11312119732776,65.64876567531152,78.57701110839844,62.125308990478516
Eclipse Begin : LTT 1445 A b,2020-10-08 06:10:32.103481,1.0152471308180806,56.1258395719864,109.69660406370511,36.44253921508789,80.05760955810547
Eclipse Mid,2020-10-08 06:51:51.783481,1.012534637810464,56.356697611230544,109.48561324104104,333.2746276855469,80.9751968383789
Eclipse End,2020-10-08 07:33:11.463481,1.0395904989393687,56.57038274812469,109.2901434636464,297.9991149902344,74.13683319091797
Eclipse Begin : LTT 1445 A b,2020-11-04 01:13:35.618306,1.5845236928662494,51.808325938304804,141.6165367443553,91.72457122802734,39.131656646728516
Eclipse Mid,2020-11-04 01:54:55.298306,1.3342250173295658,52.11404444847727,141.31260968762635,87.3221664428711,48.54697799682617
Eclipse End,2020-11-04 02:36:14.978306,1.180197467234148,52.40179116187578,141.03354673710288,81.7977294921875,57.92091369628906
Eclipse Begin : LTT 1445 A b,2020-11-20 03:04:08.851463,1.0251834541946026,92.34078555479852,64.72533360146998,52.373291015625,77.27413177490234
Eclipse Mid,2020-11-20 03:45:28.531463,1.0101164164372827,92.01387638549606,65.10161233425106,0.8450303077697754,81.8842544555664
Eclipse End,2020-11-20 04:26:48.211463,1.0244684911025057,91.66183875554951,65.5024549331206,308.3514099121094,77.4524154663086
Eclipse Begin : LTT 1445 A b,2020-12-06 04:55:12.823052,1.1788015474645195,105.2803795598938,112.08266437579712,278.27459716796875,58.029327392578125
Eclipse Mid,2020-12-06 05:36:32.503052,1.33198181189045,105.55168017066246,111.81316078807747,272.73150634765625,48.656341552734375
Eclipse End,2020-12-06 06:17:52.183052,1.5808161261250457,105.79961742972586,111.56370763863877,268.3209228515625,39.24106979370117
Eclipse Begin : Wolf 503 b,2020-07-13 00:02:04.088385,1.0860103567068846,174.30298229298626,89.37316077512541,320.87994384765625,67.04354095458984
Eclipse Mid,2020-07-13 00:41:41.889825,1.1506439109411672,174.74462602061504,88.9576515386631,304.3174133300781,60.351741790771484
Eclipse End,2020-07-13 01:21:19.691265,1.2615908335573096,175.1767068157629,88.5516027347324,293.5760498046875,52.43385314941406
Eclipse Begin : Wolf 503 b,2020-07-19 00:04:36.432718,1.1241463446164595,112.64753654245555,22.17758705829563,309.12896728515625,62.81849670410156
Eclipse Mid,2020-07-19 00:44:14.234158,1.2175388686768034,112.18276273831388,21.736977649581764,296.77679443359375,55.218055725097656
Eclipse End,2020-07-19 01:23:52.035598,1.370200034956156,111.70292766822796,21.2823991989499,288.3346862792969,46.871341705322266
Eclipse Begin : HD 15337 b,2020-08-06 06:09:46.514654,1.6723333408541874,49.3463143681947,149.34734588044108,107.0145034790039,36.72442626953125
Eclipse Mid,2020-08-06 07:24:28.514654,1.249700970557985,49.16950969301488,149.0230832983231,103.67948150634766,53.14838409423828
Eclipse End,2020-08-06 08:39:10.514654,1.0659868904962277,48.99152126431244,148.68278911561737,103.11876678466797,69.73452758789062
Eclipse Begin : HD 15337 b,2020-08-25 06:43:25.479288,1.1476883240162383,133.1717682636889,83.13428729871012,102.86038970947266,60.61201095581055
Eclipse Mid,2020-08-25 07:58:07.479288,1.0256275655470763,132.6875447750537,84.00447019153447,106.12206268310547,77.16473388671875
Eclipse End,2020-08-25 09:12:49.479288,1.0041352625043336,132.156767081225,84.92259852203783,234.9077911376953,84.79833984375
Eclipse Begin : HD 15337 b,2020-10-26 02:36:21.959611,1.1561342008077737,57.7333706110064,119.18014703072781,102.9150390625,59.877166748046875
Eclipse Mid,2020-10-26 03:51:03.959611,1.028677604805921,57.48478602952389,119.58439184908472,105.59600067138672,76.43925476074219
Eclipse End,2020-10-26 05:05:45.959611,1.0032381656379217,57.18764129660097,120.0498981804682,229.87310791015625,85.39529418945312
Eclipse Begin : HD 15337 b,2020-11-14 03:12:30.878592,1.005299365951152,142.5809212994794,16.081287855953914,120.92308807373047,84.11437225341797
Eclipse Mid,2020-11-14 04:27:12.878592,1.0225526485556211,142.30162697788884,15.120038757548642,253.19387817382812,77.94422912597656
Eclipse End,2020-11-14 05:41:54.878592,1.138919585094049,141.9818214456955,14.171124377867235,257.18060302734375,61.40504455566406
Eclipse Begin : HD 15337 b,2020-12-03 03:49:16.351311,1.06530476873282,83.77582405328802,148.23536067117143,256.85498046875,69.83412170410156
Eclipse Mid,2020-12-03 05:03:58.351311,1.2480728181030927,84.16636813261925,147.85709769394197,256.3293151855469,53.248226165771484
Eclipse End,2020-12-03 06:18:40.351311,1.6684866550423305,84.50546770847808,147.51677470204788,253.00576782226562,36.82304000854492
Eclipse Begin : HD 219666 b,2020-08-16 02:57:37.962708,1.5088798294968946,124.52227199867289,38.62822443850687,145.42327880859375,41.509429931640625
Eclipse Mid,2020-08-16 04:02:22.364148,1.3189192941636254,125.02049595694334,37.86408312234988,151.46449279785156,49.30546188354492
Eclipse End,2020-08-16 05:07:06.765588,1.2180125617924722,125.51729755276412,37.131984716333164,162.34510803222656,55.18598556518555
Eclipse Begin : HD 219666 b,2020-08-22 03:49:37.679117,1.2967457242940628,120.95589168531895,41.31346648541365,152.92648315429688,50.45827865600586
Eclipse Mid,2020-08-22 04:54:22.080557,1.2078172510335006,120.50880574271837,42.08794146899252,164.66555786132812,55.88768768310547
Eclipse End,2020-08-22 05:59:06.481997,1.1813070342054195,120.04841121025636,42.90030386407631,180.5334930419922,57.83515548706055
Eclipse Begin : HD 219666 b,2020-08-28 04:41:40.974039,1.199297890230061,61.46920024942383,120.03918209465257,167.126220703125,56.493289947509766
Eclipse Mid,2020-08-28 05:46:25.375479,1.1824024069607677,61.21576698053648,120.50994400422914,183.33804321289062,57.750850677490234
Eclipse End,2020-08-28 06:51:09.776919,1.2224436206120919,60.93137043091409,121.04429154046603,198.51629638671875,54.88843536376953
Eclipse Begin : HD 219666 b,2020-09-03 05:33:47.764375,1.1851055445594623,49.678065473559116,167.61773627737182,186.12403869628906,57.544307708740234
Eclipse Mid,2020-09-03 06:38:32.165815,1.2352844494791764,49.91766413803076,167.37888111787976,200.66717529296875,54.050048828125
Eclipse End,2020-09-03 07:43:16.567255,1.354054841602224,50.166826389317244,167.11826412912583,210.34671020507812,47.605709075927734
Eclipse Begin : HD 219666 b,2020-09-09 06:25:57.952905,1.2501352148364264,97.97560089939472,101.84146677195938,202.67990112304688,53.12184143066406
Eclipse Mid,2020-09-09 07:30:42.354345,1.3828521360871955,98.32478830631669,101.5084634104639,211.50221252441406,46.31459426879883
Eclipse End,2020-09-09 08:35:26.755785,1.6219897232716607,98.64001550728159,101.21249300154417,215.89947509765625,38.06293869018555
Eclipse Begin : DS Tuc A b,2020-08-03 04:26:07.574814,1.636255590383105,54.84126993469405,173.5048148607212,160.77706909179688,37.67280960083008
Eclipse Mid,2020-08-03 06:01:25.094814,1.4533323818431374,54.85693812282736,173.9415267152815,168.92245483398438,43.47782897949219
Eclipse End,2020-08-03 07:36:42.614814,1.4009550095682037,54.90631833512307,174.446329171436,180.4616241455078,45.54484176635742
Eclipse Begin : DS Tuc A b,2020-09-29 03:41:48.736620,1.4012814526389001,56.47337003665511,149.32692932979882,179.08041381835938,45.5312385559082
Eclipse Mid,2020-09-29 05:17:06.256620,1.4493099787131736,56.74165854597091,149.81399044484763,190.68658447265625,43.62880325317383
Eclipse End,2020-09-29 06:52:23.776620,1.6265145886416423,57.02735018160277,150.38520311070937,198.99436950683594,37.938228607177734
Eclipse Begin : GJ 357 b,2020-12-26 06:30:20.337139,1.066011818984593,100.68082915647528,135.88686138767076,86.30123901367188,69.73090362548828
Eclipse Mid,2020-12-26 07:16:14.337139,1.015213286490797,100.40140491922591,136.19107284200982,75.26568603515625,80.06851196289062
Eclipse End,2020-12-26 08:02:08.337139,1.001434008980574,100.09207053541245,136.52479965250677,339.4083251953125,86.93341827392578
Eclipse Begin : GJ 357 b,2020-12-30 04:50:10.380187,1.2958044884488493,63.50451061778017,177.4443621581904,94.86334991455078,50.50871658325195
Eclipse Mid,2020-12-30 05:36:04.380187,1.1438761294623814,63.332182093672216,177.37469891494788,90.8177719116211,60.952857971191406
Eclipse End,2020-12-30 06:21:58.380187,1.0550884950572836,63.144975339884446,177.30118006941473,85.18026733398438,71.40348052978516
