,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_tranflag,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_facility,st_j,st_jerr,st_jlim,st_h,st_herr,st_hlim,dec_str_deg
3631,K2-266,d,K2-266 d,Transit,0,4,14.697,0.00034,-0.00035,0.0,0.1035,0.0016,-0.0017,0.0,0.047,0.043,-0.032,0.0,89.46,0.32,-0.25,0.0,0.028,0.01793,-0.01196,0.0,Mass,0.261,0.012,-0.011000000000000001,0.0,2.03,0.64,-0.43,0.0,1,0,1,10h31m44.51s,157.93544,+00d56m15.3s,0.9375709999999999,77.16,0.6,-0.59,0.0,77.73,0.36,-0.36,0.0,11.808,0.02,0.0,11.353,,0.0,4285.0,49.0,-57.0,0.0,0.69,0.03,-0.03,0.0,0.7,0.02,-0.02,0.0,2019-07-25,1,8.9,5.7,-3.8,0.0,0.142,0.0014,-0.0015,0.0,2457944.8393,0.0012,-0.0012,0.0,0.29,0.12,-0.17,0.0,K2,9.611,0.027000000000000003,0.0,9.041,0.023,0.0,0.9375833333333333
3632,K2-266,e,K2-266 e,Transit,0,4,19.482,0.0012,-0.0012,0.0,0.1249,0.0019,-0.002,0.0,0.043,0.036,-0.03,0.0,89.45,0.25,-0.18,0.0,0.044989999999999995,0.02014,-0.01573,0.0,Mass,0.244,0.012,-0.01,0.0,2.21,0.7,-0.47,0.0,1,0,1,10h31m44.51s,157.93544,+00d56m15.3s,0.9375709999999999,77.16,0.6,-0.59,0.0,77.73,0.36,-0.36,0.0,11.808,0.02,0.0,11.353,,0.0,4285.0,49.0,-57.0,0.0,0.69,0.03,-0.03,0.0,0.7,0.02,-0.02,0.0,2019-07-25,1,14.3,6.4,-5.0,0.0,0.1527,0.0014,-0.0015,0.0,2457938.541,0.0013,-0.0013,0.0,0.36,0.1,-0.16,0.0,K2,9.611,0.027000000000000003,0.0,9.041,0.023,0.0,0.9375833333333333
3654,HD 213885,b,HD 213885 b,Transit,0,2,1.008035,2.1e-05,-2e-05,0.0,0.02012,0.00015,-0.00011999999999999999,0.0,0.0,,,0.0,80.09,0.62,-0.5,0.0,0.027780000000000003,0.0020800000000000003,-0.00205,0.0,Mass,0.156,0.005,-0.005,0.0,9.15,1.1,-1.0,0.0,0,0,0,22h35m56.32s,338.98465,-59d51m52.1s,-59.864468,47.97,0.14,-0.14,0.0,48.16,0.1,-0.1,0.0,7.996,0.002,0.0,7.8020000000000005,,0.0,5978.0,50.0,-50.0,0.0,1.07,0.02,-0.02,0.0,1.1,0.01,-0.01,0.0,2019-12-05,1,8.83,0.66,-0.65,0.0,,,,,2458379.9704299998,0.0012,-0.0012,0.0,0.675,0.033,-0.041,0.0,Transiting Exoplanet Survey Satellite (TESS),6.806,0.023,0.0,6.501,0.034,0.0,-58.135527777777774
3666,AU Mic,b,AU Mic b,Transit,0,1,8.46321,4e-05,-4e-05,0.0,0.066,0.007,-0.006,0.0,0.1,0.17,-0.09,0.0,,,,0.0,0.18,,,1.0,Msini,0.375,0.018000000000000002,-0.018000000000000002,0.0,4.4,,,1.0,0,0,0,20h45m09.53s,311.289703,-31d20m27.2s,-31.340899,9.79,0.04,-0.04,0.0,9.72,0.0,-0.0,0.0,8.81,,0.0,7.84,,0.0,3700.0,100.0,-100.0,0.0,0.5,0.03,-0.03,0.0,0.75,0.03,-0.03,0.0,2020-06-24,1,,,,0.0,0.1458333,0.02625,-0.0245833,0.0,2458330.39153,0.0007,-0.0006799999999999999,0.0,0.16,0.14,-0.11,0.0,Transiting Exoplanet Survey Satellite (TESS),5.436,0.017,0.0,4.831,0.016,0.0,-30.659111111111113
3670,L 98-59,b,L 98-59 b,Transit,0,3,2.2531,0.0004,-0.0004,0.0,0.02282,8e-05,-8e-05,0.0,0.12,,,1.0,,,,,0.00318,,,1.0,Mass,0.071,0.004,-0.004,0.0,12.7,,,1.0,0,0,0,08h18m07.62s,124.53175,-68d18m46.80s,-68.313,10.62,0.0,-0.0,0.0,10.62,0.0,-0.0,0.0,11.685,0.017,0.0,10.597999999999999,,0.0,3412.0,49.0,-49.0,0.0,0.31,0.03,-0.03,0.0,0.31,0.01,-0.01,0.0,2020-04-16,1,1.01,,,1.0,,,,,2458366.1708,0.0001,-0.0001,0.0,,,,,Transiting Exoplanet Survey Satellite (TESS),7.933,0.021,0.0,7.359,0.047,0.0,-67.687
3671,L 98-59,c,L 98-59 c,Transit,0,3,3.6904,0.0003,-0.0003,0.0,0.0317,0.0001,-0.0001,0.0,0.07,,,1.0,,,,,0.00761,0.0011,-0.00107,0.0,Mass,0.12,0.006,-0.006,0.0,5.4,1.3,-1.0,0.0,0,0,0,08h18m07.62s,124.53175,-68d18m46.80s,-68.313,10.62,0.0,-0.0,0.0,10.62,0.0,-0.0,0.0,11.685,0.017,0.0,10.597999999999999,,0.0,3412.0,49.0,-49.0,0.0,0.31,0.03,-0.03,0.0,0.31,0.01,-0.01,0.0,2020-04-16,1,2.42,0.35,-0.34,0.0,,,,,2458367.2752,0.0006,-0.0006,0.0,,,,,Transiting Exoplanet Survey Satellite (TESS),7.933,0.021,0.0,7.359,0.047,0.0,-67.687
3672,L 98-59,d,L 98-59 d,Transit,0,3,7.4512,0.0007,-0.0007,0.0,0.0506,0.0002,-0.0002,0.0,0.09,,,1.0,,,,,0.00727,0.00145,-0.0014199999999999998,0.0,Mass,0.14,0.012,-0.012,0.0,3.3,1.3,-0.9,0.0,0,0,0,08h18m07.62s,124.53175,-68d18m46.80s,-68.313,10.62,0.0,-0.0,0.0,10.62,0.0,-0.0,0.0,11.685,0.017,0.0,10.597999999999999,,0.0,3412.0,49.0,-49.0,0.0,0.31,0.03,-0.03,0.0,0.31,0.01,-0.01,0.0,2020-04-16,1,2.31,0.46,-0.45,0.0,,,,,2458362.7376,0.0009,-0.0009,0.0,,,,,Transiting Exoplanet Survey Satellite (TESS),7.933,0.021,0.0,7.359,0.047,0.0,-67.687
3743,GJ 357,b,GJ 357 b,Transit,0,3,3.93072,8e-05,-6e-05,0.0,0.035,0.002,-0.002,0.0,,,,,89.12,0.37,-0.31,0.0,0.00579,0.00098,-0.00098,0.0,Mass,0.109,0.006999999999999999,-0.006999999999999999,0.0,5.6,1.7,-1.3,0.0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,0.01,-0.01,0.0,9.44,0.01,-0.01,0.0,10.92,0.03,0.0,9.88,,0.0,3505.0,51.0,-51.0,0.0,0.34,0.01,-0.01,0.0,0.34,0.01,-0.01,0.0,2019-08-15,1,1.84,0.31,-0.31,0.0,0.06375,0.005,-0.0045833,0.0,2458517.99862,0.00039,-0.00037999999999999997,0.0,0.34,0.1,-0.14,0.0,Transiting Exoplanet Survey Satellite (TESS),7.337000000000001,0.034,0.0,6.74,0.033,0.0,-20.339194444444445
3748,K2-287,b,K2-287 b,Transit,0,1,14.893291,2.5e-05,-2.5e-05,0.0,0.1206,0.0008,-0.0008,0.0,0.478,0.025,-0.026,0.0,88.13,0.1,-0.08,0.0,0.315,0.027,-0.027,0.0,Mass,0.847,0.013000000000000001,-0.013000000000000001,0.0,,,,,0,0,1,15h32m17.84s,233.074341,-22d21m29.7s,-22.358261,159.05,1.29,-1.29,0.0,159.05,1.29,-1.29,0.0,11.41,0.129,0.0,11.067,,0.0,5695.0,58.0,-58.0,0.0,1.06,0.02,-0.02,0.0,1.07,0.01,-0.01,0.0,2019-01-10,1,100.11645,8.58141,-8.58141,0.0,,,,,2458001.72138,0.00016,-0.00016,0.0,,,,,K2,9.677,0.023,0.0,9.283,0.025,0.0,-21.64175
3756,TOI-1130,c,TOI-1130 c,Transit,0,2,8.350381,3.2e-05,-3.3e-05,0.0,0.07098,0.00056,-0.0006,0.0,0.047,0.04,-0.027,0.0,87.43,0.16,-0.16,0.0,0.974,0.043,-0.044,0.0,Mass,1.5,0.27,-0.22,0.0,0.38,0.24,-0.15,0.0,0,0,0,19h05m30.24s,286.376,-41d26m15.49s,-41.437636,58.36,0.17,-0.17,0.0,58.36,0.17,-0.17,0.0,11.368,,0.0,10.902999999999999,,0.0,4250.0,67.0,-67.0,0.0,0.68,0.02,-0.02,0.0,0.69,0.01,-0.01,0.0,2020-04-02,1,309.56642,13.66669,-13.984520000000002,0.0,0.0841667,0.0018333,-0.0018333,0.0,2458657.9046099996,0.00021,-0.00022,0.0,0.995,0.046,-0.043,0.0,Transiting Exoplanet Survey Satellite (TESS),9.055,0.015,0.0,8.493,0.057,0.0,-40.56236388888889
3811,TOI-125,b,TOI-125 b,Transit,0,3,4.65382,0.00033,-0.00031,0.0,0.05186,0.00086,-0.0007700000000000001,0.0,0.194,0.041,-0.036,0.0,88.92,0.71,-0.6,0.0,0.029889999999999996,0.00277,-0.00277,0.0,Mass,0.243,0.006999999999999999,-0.006999999999999999,0.0,2.57,0.33,-0.33,0.0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.67581899999999,111.4,1.3,-1.2,0.0,111.41,0.44,-0.44,0.0,10.892000000000001,0.016,0.0,10.718,,0.0,5320.0,39.0,-39.0,0.0,0.86,0.04,-0.04,0.0,0.85,0.01,-0.01,0.0,2020-02-13,1,9.5,0.88,-0.88,0.0,0.1234,0.0024,-0.0024,0.0,2458355.3552900003,0.001,-0.001,0.0,0.27,0.17,-0.18,0.0,Transiting Exoplanet Survey Satellite (TESS),9.466000000000001,0.017,0.0,9.112,0.024,0.0,-65.32418055555556
3812,TOI-125,c,TOI-125 c,Transit,0,3,9.15059,0.0007,-0.00082,0.0,0.0814,0.0013,-0.0013,0.0,0.066,0.07,-0.047,0.0,88.54,0.41,-0.19,0.0,0.02086,0.0031100000000000004,-0.0031100000000000004,0.0,Mass,0.24600000000000002,0.009000000000000001,-0.009000000000000001,0.0,1.73,0.33,-0.33,0.0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.67581899999999,111.4,1.3,-1.2,0.0,111.41,0.44,-0.44,0.0,10.892000000000001,0.016,0.0,10.718,,0.0,5320.0,39.0,-39.0,0.0,0.86,0.04,-0.04,0.0,0.85,0.01,-0.01,0.0,2020-02-13,1,6.63,0.99,-0.99,0.0,0.1231,0.0026,-0.003,0.0,2458361.9085,0.0013,-0.0013,0.0,0.522,0.086,-0.18,0.0,Transiting Exoplanet Survey Satellite (TESS),9.466000000000001,0.017,0.0,9.112,0.024,0.0,-65.32418055555556
3816,K2-292,b,K2-292 b,Transit,0,1,16.9841,0.0008,-0.0008,0.0,0.13,0.01,-0.01,0.0,0.04,0.06,-0.03,0.0,88.4,0.2,-0.3,0.0,0.07708999999999999,0.01384,-0.01384,0.0,Mass,0.235,0.01,-0.009000000000000001,0.0,7.4,1.6,-1.5,0.0,0,0,1,13h41m30.30s,205.376266,-09d56m45.9s,-9.946078,114.29,0.82,-0.81,0.0,114.66,0.82,-0.82,0.0,9.917,0.013000000000000001,0.0,9.756,,0.0,5725.0,65.0,-65.0,0.0,1.0,0.03,-0.03,0.0,1.09,0.03,-0.03,0.0,2019-02-07,1,24.5,4.4,-4.4,0.0,0.1525,0.0029167,-0.0033333,0.0,2458180.2842,0.0017,-0.0015,0.0,0.68,0.06,-0.08,0.0,K2,8.73,0.023,0.0,8.452,0.036000000000000004,0.0,-8.053916666666666
3821,LTT 3780,b,LTT 3780 b,Transit,0,2,0.768448,5.5e-05,-5.3e-05,0.0,0.01211,0.00011999999999999999,-0.00011999999999999999,0.0,0.0,,,0.0,87.1,1.8,-1.7,0.0,0.00824,0.00151,-0.00145,0.0,Mass,0.11900000000000001,0.006,-0.006999999999999999,0.0,6.1,1.8,-1.5,0.0,0,0,0,10h18m34.78s,154.644917,-11d43m04.08s,-11.7178,21.98,0.04,-0.04,0.0,22.0,0.04,-0.04,0.0,13.07,0.015,0.0,11.845999999999998,,0.0,3331.0,157.0,-157.0,0.0,0.4,0.01,-0.01,0.0,0.37,0.01,-0.01,0.0,2020-06-04,1,2.62,0.48,-0.46,0.0,0.0335417,0.0020417,-0.003,0.0,2458543.9115,0.0011,-0.0011,0.0,0.35,0.2,-0.23,0.0,Transiting Exoplanet Survey Satellite (TESS),9.007,0.025,0.0,8.439,0.063,0.0,-10.2822
3822,LTT 3780,c,LTT 3780 c,Transit,0,2,12.2519,0.0028,-0.003,0.0,0.07672999999999999,0.00075,-0.0007700000000000001,0.0,0.06,0.15,-0.14,0.0,89.18,0.47,-0.22,0.0,0.02706,0.00503,-0.00409,0.0,Mass,0.205,0.013999999999999999,-0.013000000000000001,0.0,3.9,1.0,-0.9,0.0,0,0,0,10h18m34.78s,154.644917,-11d43m04.08s,-11.7178,21.98,0.04,-0.04,0.0,22.0,0.04,-0.04,0.0,13.07,0.015,0.0,11.845999999999998,,0.0,3331.0,157.0,-157.0,0.0,0.4,0.01,-0.01,0.0,0.37,0.01,-0.01,0.0,2020-06-04,1,8.6,1.6,-1.3,0.0,0.058,0.0020833,-0.0020417,0.0,2458546.8484,0.0014,-0.0014,0.0,0.65,0.15,-0.36,0.0,Transiting Exoplanet Survey Satellite (TESS),9.007,0.025,0.0,8.439,0.063,0.0,-10.2822
3898,GJ 1252,b,GJ 1252 b,Transit,0,1,0.5182349,6.3e-06,-5e-06,0.0,0.00916,0.0007599999999999999,-0.0007599999999999999,0.0,0.0,,,0.0,85.0,2.1,-1.8,0.0,0.00658,0.00176,-0.00176,0.0,Mass,0.106,0.006999999999999999,-0.006999999999999999,0.0,,,,,0,0,0,20h27m42.06s,306.925235,-56d27m25.2s,-56.456990000000005,20.38,0.02,-0.02,0.0,20.38,0.02,-0.02,0.0,12.193,0.055999999999999994,0.0,11.235999999999999,,0.0,3458.0,140.0,-133.0,0.0,0.38,0.02,-0.02,0.0,0.39,0.02,-0.02,0.0,2020-02-13,1,2.09,0.56,-0.56,0.0,0.030583299999999997,0.00075,-0.0005832999999999999,0.0,2458668.0973900002,0.00032,-0.00029,0.0,0.44,0.12,-0.17,0.0,Transiting Exoplanet Survey Satellite (TESS),8.697000000000001,0.019,0.0,8.161,0.034,0.0,-55.543
3899,L 168-9,b,L 168-9 b,Transit,0,1,1.4015,0.00018,-0.00018,0.0,0.020909999999999998,0.00023999999999999998,-0.00023999999999999998,0.0,0.21,,,1.0,85.5,0.8,-0.7,0.0,0.014469999999999998,0.00176,-0.00176,0.0,Mass,0.124,0.008,-0.008,0.0,9.6,2.4,-1.8,0.0,0,0,0,23h20m07.53s,350.03137200000003,-60d03m54.7s,-60.06518199999999,25.17,0.02,-0.02,0.0,25.17,0.02,-0.02,0.0,11.014000000000001,0.011000000000000001,0.0,10.232000000000001,,0.0,3800.0,70.0,-70.0,0.0,0.62,0.03,-0.03,0.0,0.6,0.02,-0.02,0.0,2020-02-13,1,4.6,0.56,-0.56,0.0,,,,,2458340.04781,0.00088,-0.00122,0.0,,,,,Transiting Exoplanet Survey Satellite (TESS),7.941,0.019,0.0,7.32,0.053,0.0,-59.934805555555556
3900,TOI-125,d,TOI-125 d,Transit,0,3,19.98,0.005,-0.0056,0.0,0.137,0.0022,-0.0022,0.0,0.168,0.088,-0.062,0.0,88.795,0.18,-0.1,0.0,0.042789999999999995,0.0037799999999999995,-0.0037799999999999995,0.0,Mass,0.261,0.015,-0.015,0.0,2.98,0.65,-0.52,0.0,0,0,0,01h34m22.735s,23.594729,-66d40m32.95s,-66.67581899999999,111.4,1.3,-1.2,0.0,111.41,0.44,-0.44,0.0,10.892000000000001,0.016,0.0,10.718,,0.0,5320.0,39.0,-39.0,0.0,0.86,0.04,-0.04,0.0,0.85,0.01,-0.01,0.0,2020-02-13,1,13.6,1.2,-1.2,0.0,0.1297,0.007,-0.0057,0.0,2458342.8516,0.0039,-0.0039,0.0,0.652,0.093,-0.16,0.0,Transiting Exoplanet Survey Satellite (TESS),9.466000000000001,0.017,0.0,9.112,0.024,0.0,-65.32418055555556
3904,HD 221416,b,HD 221416 b,Transit,0,1,14.2767,0.0037,-0.0037,0.0,0.1228,0.0025,-0.0026,0.0,0.115,0.034,-0.03,0.0,85.75,0.36,-0.35,0.0,0.19,0.018,-0.018,0.0,Mass,0.836,0.031,-0.027999999999999997,0.0,0.431,0.064,-0.06,0.0,0,0,0,23h32m08.07s,353.03362999999996,-21d48m05.1s,-21.801424,95.08,0.72,-0.72,0.0,95.8,0.73,-0.73,0.0,8.146,0.013999999999999999,0.0,7.9079999999999995,,0.0,5080.0,90.0,-90.0,0.0,1.21,0.07,-0.07,0.0,2.94,0.06,-0.06,0.0,2019-04-18,1,60.5,5.7,-5.7,0.0,,,,,2458357.0149,0.0025,-0.0026,0.0,0.728,0.04,-0.049,0.0,Transiting Exoplanet Survey Satellite (TESS),6.568,0.02,0.0,6.149,0.045,0.0,-20.198583333333332
