,hostname,pl_letter,pl_name,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,ra,dec,pl_orbincl,pl_orbeccen,pl_orbpererr1,pl_orbpererr2,sy_vmag,sy_hmag,sy_jmag,sy_kmag,st_teff,st_rad,st_mass,pl_eqt,pl_trandep,pl_trandur,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2
0,GJ 9827,c,GJ 9827 c,3.6480957,0.03925,0.111,0.00264,351.7717763,-1.2853435,88.19,0.0,6.33e-05,-6.21e-05,10.37,7.379,7.984,7.193,4340.0,0.6,0.61,721.9,0.0361,1.82496,2457742.1993,0.00072,-0.00073
1,GJ 9827,d,GJ 9827 d,6.2014698,0.05591,0.18,0.012709999999999999,351.7717763,-1.2853435,87.443,0.0,6.26e-05,-6.11e-05,10.37,7.379,7.984,7.193,4340.0,0.6,0.61,604.9,0.0957,1.2228,2457740.96115,0.00044,-0.00045
8,Ross 128,b,Ross 128 b,9.8658,0.0496,0.099,0.0044,176.9376036,0.7992898,,0.116,0.007,-0.007,11.12,5.945,6.505,5.654,3192.0,0.2,0.17,301.0,,,,,
18,K2-18,c,K2-18 c,8.962,0.06,0.23600000000000002,0.02363,172.560141,7.5878315,,0.47,0.008,-0.008,13.477,9.135,9.763,8.899,3457.0,0.41,0.36,363.0,,,,,
19,HD 176986,b,HD 176986 b,6.4898,0.06296,0.20199999999999999,0.01806,285.7739138,-11.044941,,0.066,0.00086,-0.00086,8.42,6.34,6.797,6.22,4931.0,0.78,0.79,,,,,,
20,HD 176986,c,HD 176986 c,16.8191,0.11878,0.266,0.02888,285.7739138,-11.044941,,0.111,0.0044,-0.0044,8.42,6.34,6.797,6.22,4931.0,0.78,0.79,,,,,,
38,K2-141,b,K2-141 b,0.2803244,0.00716,0.135,0.01598,350.91704639999995,-1.1891827,86.3,0.0,1.5e-06,-1.5e-06,11.454,8.524,9.086,8.401,4599.0,0.68,0.71,2039.0,,0.94,2457744.0716,0.00022,-0.00022
39,K2-141,c,K2-141 c,7.7485,,0.624,0.023280000000000002,350.91704639999995,-1.1891827,87.2,0.0,0.00022,-0.00022,11.454,8.524,9.086,8.401,4599.0,0.68,0.71,,,,2457751.1546,0.001,-0.001
58,HD 215152,d,HD 215152 d,10.86499,0.08799,0.132,0.00881,340.83809410000003,-6.4020684999999995,,0.0,0.00564,-0.00613,8.11,5.895,6.353,5.775,4935.0,0.73,0.77,,,,,,
59,HD 215152,e,HD 215152 e,25.1967,0.15417,0.134,0.00905,340.83809410000003,-6.4020684999999995,,0.0,0.0476,-0.0505,8.11,5.895,6.353,5.775,4935.0,0.73,0.77,,,,,,
74,K2-233,b,K2-233 b,2.46746,0.03317,0.125,0.00798,230.4799011,-20.2317975,88.79,0.0,0.00014,-0.00014,10.883,8.501,8.968,8.375,4950.0,0.74,0.8,1040.0,,1.969,2457991.691,0.0026,-0.0025
75,K2-233,c,K2-233 c,7.06142,0.06687,0.11900000000000001,0.007379999999999999,230.4799011,-20.2317975,88.95,0.0,0.00084,-0.00084,10.883,8.501,8.968,8.375,4950.0,0.74,0.8,728.0,,2.65,2457996.3522,0.0056,-0.0057
76,K2-233,d,K2-233 d,24.3662,0.1527,0.23600000000000002,0.0235,230.4799011,-20.2317975,89.35,0.0,0.0021,-0.0021,10.883,8.501,8.968,8.375,4950.0,0.74,0.8,482.0,,3.808,2458005.5801,0.0025,-0.0024
102,GJ 1132,c,GJ 1132 c,8.929,0.0476,0.128,0.00831,153.7090696,-47.1549358,,0.27,0.01,-0.01,13.68,8.666,9.245,8.322,3270.0,0.21,0.18,300.0,,,,,
127,HD 26965,b,HD 26965 b,42.378,,0.254,0.02665,63.808266599999996,-7.6676027,,0.04,0.01,-0.01,4.42018,2.594,3.013,2.498,5072.0,0.87,0.78,,,,,,
130,K2-261,b,K2-261 b,11.63344,0.102,0.85,0.223,163.0323119,0.493167,88.4,0.39,0.00012,-0.00012,10.612,8.92,9.337,8.89,5537.0,1.65,1.1,1080.0,0.2801,5.112,2457906.84084,0.00054,-0.00067
132,Wolf 503,b,Wolf 503 b,6.00118,0.0571,0.18100000000000002,0.015,206.8461979,-6.139336900000001,,,8e-05,-0.00011,10.27,7.774,8.324,7.617,4716.0,0.69,0.69,805.0,,1.321,2458185.36087,0.00053,-0.00037999999999999997
146,K2-266,b,K2-266 b,0.658524,0.013059999999999999,0.294,0.03545,157.9356855,0.9372782,75.32,,1.7e-05,-1.7e-05,11.625,9.041,9.611,8.897,4285.0,0.7,0.69,1515.0,0.18,0.33336,2457949.6747,0.0032,-0.0032
147,K2-266,c,K2-266 c,7.814,0.0679,0.063,0.00091,157.9356855,0.9372782,88.28,0.042,0.0019,-0.0016,11.625,9.041,9.611,8.897,4285.0,0.7,0.69,664.5,0.0085,2.256,2457946.651,0.0064,-0.0064
148,K2-266,d,K2-266 d,14.697,0.1035,0.261,0.028,157.9356855,0.9372782,89.46,0.047,0.00034,-0.00035,11.625,9.041,9.611,8.897,4285.0,0.7,0.69,538.3,0.1465,3.408,2457944.8393,0.0012,-0.0012
149,K2-266,e,K2-266 e,19.482,0.1249,0.244,0.044989999999999995,157.9356855,0.9372782,89.45,0.043,0.0012,-0.0012,11.625,9.041,9.611,8.897,4285.0,0.7,0.69,490.1,0.127,3.6648,2457938.541,0.0013,-0.0013
152,WASP-145 A,b,WASP-145 A b,1.7690381,0.0261,0.9,0.89,322.25376439999997,-58.8361466,83.3,0.0,8e-07,-8e-07,11.636,9.292,9.843,9.194,4900.0,0.68,0.76,1200.0,1.16,0.9768,2456844.1652599997,0.00026000000000000003,-0.00026000000000000003
187,GJ 1265,b,GJ 1265 b,3.6511,0.026,0.23399999999999999,0.023280000000000002,333.4324675,-17.6870623,,0.04,0.0012,-0.0012,14.01,8.422,8.955,8.115,3236.0,0.19,0.18,,,,,,
188,LHS 1140,c,LHS 1140 c,3.777931,0.02675,0.114,0.00569,11.248632,-15.274108499999999,89.92,0.31,3e-06,-3e-06,14.15,9.092,9.612001,8.821,3216.0,0.21,0.18,438.0,,,2458226.843169,2.6000000000000002e-05,-2.6000000000000002e-05
205,K2-287,b,K2-287 b,14.893291,0.1206,0.847,0.315,233.0743401,-22.3583447,88.13,0.478,2.5e-05,-2.5e-05,11.41,9.283,9.677,9.188,5695.0,1.07,1.06,804.0,,,2458001.72138,0.00016,-0.00016
226,K2-292,b,K2-292 b,16.9841,0.13,0.235,0.07708999999999999,205.3758786,-9.9460704,88.4,0.04,0.0008,-0.0008,9.885,8.452,8.73,8.407,5725.0,1.09,1.0,795.0,,3.66,2458180.2842,0.0017,-0.0015
227,HD 20781,d,HD 20781 d,29.158,0.1647,0.29,0.0334,50.0139757,-28.784117499999997,,0.11,0.0102,-0.01,8.48,6.642,7.045,6.553,5256.0,,0.7,,,,,,
228,HD 20781,e,HD 20781 e,85.5073,0.3374,0.342,0.0442,50.0139757,-28.784117499999997,,0.06,0.0983,-0.0947,8.48,6.642,7.045,6.553,5256.0,,0.7,,,,,,
229,HD 45184,c,HD 45184 c,13.1354,0.11,0.26,0.0277,96.1820205,-28.7806402,,0.07,0.0026,-0.0025,6.383,4.962,5.219,4.871,5869.0,,1.03,,,,,,
231,GJ 143,b,GJ 143 b,35.61253,0.1915,0.233,0.07142000000000001,51.750188200000004,-63.500166,89.33,0.188,0.0006,-0.00062,8.08,5.524,6.081,5.375,4640.0,0.7,0.73,422.0,0.168,3.23,2458385.92502,0.00054,-0.00055
233,HD 23472,b,HD 23472 b,17.667,0.121,0.16699999999999998,0.05637999999999999,55.4590314,-62.7672667,,0.0,0.142,-0.095,9.73,7.347,7.865,7.207,4813.0,0.73,0.75,840.0,0.0663,3.019,2458342.9933700003,0.0025399999999999997,-0.0025399999999999997
234,HD 23472,c,HD 23472 c,29.625,0.17,0.192,0.05405,55.4590314,-62.7672667,,0.0,0.224,-0.171,9.73,7.347,7.865,7.207,4813.0,0.73,0.75,475.476044,0.0627,2.9458849999999996,2458340.303955,0.00224,-0.00224
236,HD 219666,b,HD 219666 b,6.03607,0.06356,0.42,0.05223,349.5592665,-56.90398570000001,86.38,0.0,0.00064,-0.00063,9.809,8.254,8.557,8.158,5527.0,1.03,0.92,1073.0,0.168,2.158,2458329.1996,0.0012,-0.0012
237,HD 1397,b,HD 1397 b,11.53533,0.1097,1.026,0.415,4.447163099999999,-66.3589285,88.99,0.251,0.00079,-0.0008,7.79,6.09,6.442,5.988,5521.0,2.34,1.32,1228.3,0.2037,8.6016,2458332.08261,0.0006,-0.0006
256,HD 221416,b,HD 221416 b,14.2767,0.1228,0.836,0.19,353.0331863,-21.8012007,85.75,0.115,0.0037,-0.0037,8.15,6.149,6.568,6.043,5080.0,2.94,1.21,1012.0,0.0832,8.488,2458357.0149,0.0025,-0.0026
261,GJ 143,c,HD 21749 c,7.78993,0.0695,0.08,0.011640000000000001,51.750188200000004,-63.500166,88.9,,0.00051,-0.00044,8.08,5.524,6.081,5.375,4640.0,0.7,0.73,701.0,0.021324,2.515,2458371.2287,0.0016,-0.0015
270,HD 210193,b,HD 210193 b,649.918,1.487,1.27,0.4817,332.39513239999997,-41.225204999999995,,0.24,8.599,-8.599,7.83,6.39,6.674,6.31,5790.0,,1.04,,,,,,
271,HD 211970,b,HD 211970 b,25.201,0.143,0.327,0.0409,335.5661579,-54.5596006,,0.15,0.025,-0.025,10.24,5.842,6.462,5.663,4127.0,,0.61,,,,,,
272,HD 39855,b,HD 39855 b,3.2498,0.041,0.254,0.026739999999999996,88.62607309999999,-19.704447199999997,,0.14,0.0004,-0.0004,7.51,5.836,6.207,5.756,5576.0,,0.87,,,,,,
273,HIP 35173,b,HIP 35173 b,41.516,0.217,0.322,0.03996,109.04493290000002,-3.6661273000000003,,0.16,0.077,-0.077,9.01,6.803,7.263,6.674,4881.0,,0.79,,,,,,
274,HD 102843,b,HD 102843 b,3090.942,4.074,1.17,0.35836999999999997,177.5854673,-1.2522989,,0.11,295.049,-295.049,9.26,7.535,7.896,7.495,5436.0,,0.95,,,,,,
276,HD 103949,b,HD 103949 b,120.878,0.439,0.299,0.03524,179.5479558,-23.9241221,,0.19,0.446,-0.446,8.7,6.411,6.903,6.314,4792.0,,0.77,,,,,,
277,HD 206255,b,HD 206255 b,96.045,0.461,0.5770000000000001,0.1076,325.5917768,-50.093588399999994,,0.23,0.317,-0.317,7.62,6.07,6.379,5.979,5635.0,,1.42,,,,,,
278,HD 21411,b,HD 21411 b,84.288,0.362,0.85,0.20734,51.5474155,-30.6168403,,0.4,0.127,-0.127,7.88,6.238,6.573,6.131,5605.0,,0.89,,,,,,
279,HD 64114,b,HD 64114 b,45.791,0.246,0.39299999999999996,0.056,117.982556,-11.033722099999999,,0.12,0.07,-0.07,7.71,6.125,6.478,6.046,5676.0,,0.95,,,,,,
280,HD 8326,b,HD 8326 b,158.991,0.533,0.855,0.20955,20.5314418,-26.894067800000002,,0.2,1.44,-1.44,8.76,6.587,7.052,6.504,4914.0,,0.8,,,,,,
281,HIP 54373,b,HIP 54373 b,7.76,0.063,0.256,0.02712,166.86435319999998,-19.2916857,,0.2,0.003,-0.003,10.38,6.853,7.449,6.62,4021.0,,0.57,,,,,,
282,HIP 54373,c,HIP 54373 c,15.144,0.099,0.318,0.03914,166.86435319999998,-19.2916857,,0.2,0.008,-0.008,10.38,6.853,7.449,6.62,4021.0,,0.57,,,,,,
284,HIP 71135,b,HIP 71135 b,87.19,0.335,0.406,0.05915,218.21580730000002,-52.646475699999996,,0.21,0.381,-0.381,10.53,7.397,8.039,7.242,4146.0,,0.66,,,,,,
285,HD 15337,b,HD 15337 b,4.75615,0.0522,0.146,0.02363,36.867884600000004,-27.636117100000003,88.5,0.09,0.00017,-0.00017,9.1,7.215,7.553,7.044,5125.0,0.86,0.9,1001.0,0.0344,2.49,2458411.4615599997,0.0009400000000000001,-0.00119
286,HD 15337,c,HD 15337 c,17.1784,0.1268,0.213,0.025519999999999998,36.867884600000004,-27.636117100000003,88.5,0.05,0.0016,-0.0016,9.1,7.215,7.553,7.044,5125.0,0.86,0.9,642.0,0.052,2.25,2458414.5501,0.0015,-0.0015
308,L 98-59,b,L 98-59 b,2.2531,0.02282,0.071,0.00318,124.5328604,-68.3144658,88.7,0.12,0.0004,-0.0004,11.685,7.359,7.933,7.101,3412.0,0.31,0.31,610.0,0.065399,1.02,2458366.1708,0.0001,-0.0001
309,L 98-59,c,L 98-59 c,3.6904,0.0317,0.12,0.00761,124.5328604,-68.3144658,89.3,0.07,0.0003,-0.0003,11.685,7.359,7.933,7.101,3412.0,0.31,0.31,517.0,0.177362,1.24,2458367.2752,0.0006,-0.0006
310,L 98-59,d,L 98-59 d,7.4512,0.0506,0.14,0.00727,124.5328604,-68.3144658,88.5,0.09,0.0007,-0.0007,11.685,7.359,7.933,7.101,3412.0,0.31,0.31,409.0,0.180747,0.718689,2458362.7376,0.0009,-0.0009
319,HD 180617,b,HD 180617 b,105.911,0.343,0.315,0.03843,289.2277322,5.1631615,,0.101,0.109,-0.109,9.12,4.929,5.583,4.673,3534.0,0.48,0.48,,,,,,
320,LSPM J2116+0234,b,LSPM J2116+0234 b,14.4399,0.0876,0.331,0.04185,319.1147513,2.5807710999999998,,0.183,0.0078,-0.0087,11.961,7.601,8.219,7.324,3475.0,0.43,0.43,,,,2457573.6,1.1,-1.1
344,TOI-270,b,TOI-270 b,3.36008,0.0306,0.111,0.00657,68.4160804,-51.957393700000004,88.65,0.0,6.5e-05,-7e-05,12.603,8.531,9.099,8.251,3386.0,0.38,0.4,528.0,0.0901,1.387,2458461.01464,0.00084,-0.00093
345,TOI-270,c,TOI-270 c,5.660172,0.0472,0.21600000000000003,0.0203,68.4160804,-51.957393700000004,89.53,0.0,3.5e-05,-3.5e-05,12.603,8.531,9.099,8.251,3386.0,0.38,0.4,424.0,0.3394,1.658,2458463.08481,0.00025,-0.00025
346,TOI-270,d,TOI-270 d,11.38014,0.0733,0.19,0.0163,68.4160804,-51.957393700000004,89.69,0.0,0.00011,-0.0001,12.603,8.531,9.099,8.251,3386.0,0.38,0.4,340.0,0.2645,2.148,2458469.3383400002,0.0005200000000000001,-0.00045999999999999996
347,GJ 357,b,GJ 357 b,3.93072,0.035,0.109,0.00579,144.0074644,-21.665063399999998,89.12,,8e-05,-6e-05,10.91,6.74,7.337,6.475,3505.0,0.34,0.34,525.0,0.116426,1.53,2458517.99862,0.00039,-0.00037999999999999997
348,GJ 357,c,GJ 357 c,9.1247,0.061,0.14800000000000002,0.0107,144.0074644,-21.665063399999998,,,0.0011,-0.001,10.91,6.74,7.337,6.475,3505.0,0.34,0.34,401.2,,,,,
349,GJ 357,d,GJ 357 d,55.661,0.204,0.209,0.019190000000000002,144.0074644,-21.665063399999998,,,0.055,-0.055,10.91,6.74,7.337,6.475,3505.0,0.34,0.34,219.6,,,,,
352,LTT 1445 A,b,LTT 1445 A b,5.35882,0.03807,0.12300000000000001,0.00692,45.4624781,-16.594495600000002,89.4,0.19,0.0003,-0.00031,10.59,6.774,7.294,6.496,3337.0,0.28,0.26,433.0,0.2498,1.3776,2458423.4262900003,0.00044,-0.00045
379,WASP-185,b,WASP-185 b,9.38755,0.0904,1.25,0.98,214.05957909999998,-19.542306200000002,86.8,0.24,2e-05,-2e-05,11.101,9.601,9.873,9.505,5900.0,1.5,1.12,1160.0,0.73,4.608,2456935.982,0.002,-0.002
382,GJ 27.1,b,GJ 27.1 b,15.819,0.101,0.327,0.0409,9.9980016,-44.2541679,,0.08,0.023,-0.026,11.45,7.609,8.225,7.394,3542.0,,0.53,,,,,,
384,GJ 160.2,b,GJ 160.2 b,5.2354,0.053,0.28300000000000003,0.03209,61.6454173,-20.856472399999998,,0.06,0.0027,-0.0065,9.7,6.854,7.439,6.702,4347.0,,0.69,,,,,,
385,GJ 180,b,GJ 180 b,17.133,0.092,0.217,0.020419999999999997,73.46009699999999,-17.776194,,0.07,0.003,-0.003,10.914,6.86,7.413,6.598,3371.0,,0.43,,,,,,
386,GJ 180,c,GJ 180 c,24.329,0.129,0.215,0.02014,73.46009699999999,-17.776194,,0.09,0.052,-0.066,10.914,6.86,7.413,6.598,3371.0,,0.43,,,,,,
387,GJ 229,b,GJ 229 b,526.115,0.898,0.254,0.02667,92.6435993,-21.8677233,,0.1,4.3,-4.3,8.15,4.393,5.104,4.166,3564.0,,0.58,,,,,,
388,GJ 422,b,GJ 422 b,20.129,0.111,0.297,0.03483,168.9810458,-57.54256289999999,,0.11,0.005,-0.005,11.66,7.304,7.811,7.035,3323.0,,0.35,,,,,,
389,GJ 433,c,GJ 433 c,5094.105,4.819,0.56,0.10201,173.8619194,-32.543630199999996,,0.12,608.617,-608.617,9.81,5.856,6.471,5.623,3472.0,,0.48,,,,,,
390,GJ 682,b,GJ 682 b,17.478,0.08,0.17300000000000001,0.01384,264.2610245,-44.323251899999995,,0.08,0.062,-0.04,10.94,5.917,6.544,5.606,3028.0,,0.27,,,,,,
391,GJ 682,c,GJ 682 c,57.32,0.176,0.258,0.02737,264.2610245,-44.323251899999995,,0.1,0.45,-0.48,10.94,5.917,6.544,5.606,3028.0,,0.27,,,,,,
398,7 CMa,c,7 CMa c,996.0,2.153,1.24,0.87,99.171276,-19.256180800000003,90.0,0.08,1.5,-52.4,3.95,1.679,2.173,1.564,4826.0,4.87,1.34,,,,,,
406,TOI-125,b,TOI-125 b,4.65382,0.05186,0.243,0.029889999999999996,23.5934253,-66.6763495,88.92,0.194,0.00033,-0.00031,11.023,9.112001,9.466,8.995,5320.0,0.85,0.86,1037.0,0.087,2.9616,2458355.3552900003,0.001,-0.001
407,TOI-125,c,TOI-125 c,9.15059,0.0814,0.24600000000000002,0.02086,23.5934253,-66.6763495,88.54,0.066,0.0007,-0.00082,11.023,9.112001,9.466,8.995,5320.0,0.85,0.86,827.8,0.0891,2.9544,2458361.9085,0.0013,-0.0013
419,HD 213885,b,HD 213885 b,1.008035,0.02012,0.156,0.027780000000000003,338.98371660000004,-59.864829,80.09,0.0,2.1e-05,-2e-05,7.95,6.501,6.806,6.419,5978.0,1.1,1.07,2128.0,0.02,1.545466,2458379.9704299998,0.0012,-0.0012
420,HD 213885,c,HD 213885 c,4.78503,0.056798,0.42,0.06277,338.98371660000004,-59.864829,,0.0,0.00056,-0.00051,7.95,6.501,6.806,6.419,5978.0,1.1,1.07,1265.4,,,,,
422,WASP-126,c,WASP-126 c,7.63,,0.8370000000000001,0.20199,63.374706,-69.2265926,85.5,0.05,0.17,-0.17,10.994,9.659,9.962,9.598,5800.0,1.27,1.12,,,,,,
432,TOI-813,b,TOI-813 b,83.8911,0.423,0.599,0.114,72.69401020000001,-60.9054608,89.64,0.0,0.0027,-0.0031,10.358,9.053001,9.326,9.029,5907.0,1.94,1.32,610.0,0.1195,11.947,2458370.7836,0.0072,-0.0062
438,GJ 1252,b,GJ 1252 b,0.5182349,0.00916,0.106,0.00658,306.9286462,-56.4622865,85.0,0.0,6.3e-06,-5e-06,12.68,8.161,8.697,7.915,3458.0,0.39,0.38,1089.0,0.084771,0.734,2458668.0973900002,0.00032,-0.00029
442,L 168-9,b,L 168-9 b,1.4015,0.020909999999999998,0.124,0.014469999999999998,350.0285917,-60.0657292,85.5,0.21,0.00018,-0.00018,11.005,7.32,7.941,7.082,3800.0,0.6,0.62,965.0,0.06802799999999999,1.239376,2458340.04781,0.00088,-0.00122
443,TOI-125,d,TOI-125 d,19.98,0.137,0.261,0.042789999999999995,23.5934253,-66.6763495,88.795,0.168,0.005,-0.0056,11.023,9.112001,9.466,8.995,5320.0,0.85,0.86,638.1,0.1,3.1128,2458342.8516,0.0039,-0.0039
446,GJ 1061,b,GJ 1061 b,3.204,0.021,0.098,0.0043100000000000005,54.003248600000006,-44.5143104,,0.31,0.001,-0.001,12.7,7.015,7.523,6.61,2953.0,0.16,0.12,,,,,,
447,GJ 1061,c,GJ 1061 c,6.689,0.035,0.105,0.00547,54.003248600000006,-44.5143104,,0.29,0.005,-0.005,12.7,7.015,7.523,6.61,2953.0,0.16,0.12,,,,,,
449,GJ 1061,d,GJ 1061 d,13.031,0.054,0.10300000000000001,0.0051600000000000005,54.003248600000006,-44.5143104,,0.53,0.025,-0.032,12.7,7.015,7.523,6.61,2953.0,0.16,0.12,,,,,,
460,LHS 1815,b,LHS 1815 b,3.81433,0.0404,0.09699999999999999,0.02737,91.08998609999999,-55.31153760000001,88.125,0.0,3e-05,-3e-05,12.167,8.209,8.801,7.993,3643.0,0.5,0.5,617.0,0.026,1.34,2458327.4161,0.0016,-0.0016
462,TOI-1130,b,TOI-1130 b,4.066499,0.04394,0.326,0.0407,286.3760037,-41.4376399,87.98,0.22,4.6e-05,-4.5e-05,11.595,8.493,9.055,8.351,4250.0,0.69,0.68,810.0,0.21529,2.3,2458658.74627,0.00072,-0.0006799999999999999
463,TOI-1130,c,TOI-1130 c,8.350381,0.07098,1.5,0.974,286.3760037,-41.4376399,87.43,0.047,3.2e-05,-3.3e-05,11.595,8.493,9.055,8.351,4250.0,0.69,0.68,637.0,1.668,2.02,2458657.9046099996,0.00021,-0.00022
478,LTT 3780,b,LTT 3780 b,0.768448,0.01211,0.11900000000000001,0.00824,154.6449033,-11.717801,87.1,0.0,5.5e-05,-5.3e-05,13.14,8.439,9.007,8.204001,3331.0,0.37,0.4,892.0,0.1087,0.805,2458543.9115,0.0011,-0.0011
479,LTT 3780,c,LTT 3780 c,12.2519,0.07672999999999999,0.205,0.02706,154.6449033,-11.717801,89.18,0.06,0.0028,-0.003,13.14,8.439,9.007,8.204001,3331.0,0.37,0.4,353.0,0.324,1.392,2458546.8484,0.0014,-0.0014
490,AU Mic,b,AU Mic b,8.46321,0.066,0.375,0.18,311.29113689999997,-31.34245,,0.1,4e-05,-4e-05,8.81,4.831,5.436,4.529,3700.0,0.75,0.5,,,3.5,2458330.39153,0.0007,-0.0006799999999999999
505,HD 95338,b,HD 95338 b,55.087,0.262,0.34700000000000003,0.13352999999999998,164.8563364,-56.6235564,89.57,0.197,0.02,-0.02,8.62,6.729,7.099,6.591,5212.0,0.87,0.83,385.0,0.207,4.276,2458585.2795,0.0006,-0.0006
509,TOI-700,b,TOI-700 b,9.97702,0.0677,0.09300000000000001,0.0034799999999999996,97.09571650000001,-65.57861489999999,89.66,0.081,0.00024,-0.00028,13.151,8.893,9.469,8.634,3461.0,0.42,0.42,417.0,0.0503,2.2632,2458490.9867,0.0027,-0.0029
510,TOI-700,c,TOI-700 c,16.05111,0.0929,0.23600000000000002,0.0236,97.09571650000001,-65.57861489999999,88.868,0.078,6.2e-05,-6.3e-05,13.151,8.893,9.469,8.634,3461.0,0.42,0.42,356.0,0.329,1.4136,2458548.75256,0.0005,-0.0005
511,TOI-700,d,TOI-700 d,37.42475,0.1633,0.102,0.00495,97.09571650000001,-65.57861489999999,89.79,0.111,0.00036,-0.0004,13.151,8.893,9.469,8.634,3461.0,0.42,0.42,268.8,0.0613,3.3216,2458742.1476,0.0016,-0.0012
513,BD-11 4672,c,BD-11 4672 c,74.2,0.3,0.36,0.04836,278.3688659,-11.6370481,,0.4,0.06,-0.08,10.03,7.031,7.651,6.867,4550.0,0.64,0.65,,,,,,
515,HIP 67522,b,HIP 67522 b,6.959503,,0.898,0.228,207.526001,-40.8358961,89.34,0.059,1.6e-05,-1.5e-05,9.79,8.287,8.587,8.164,5675.0,1.38,1.22,1174.0,,4.822,2458604.02371,0.00036,-0.00037
523,HD 86226,c,HD 86226 c,3.98442,0.049,0.193,0.02281,149.1235154,-24.0991859,86.45,0.075,0.00018,-0.00018,7.93,6.577,6.839,6.463,5863.0,1.05,1.02,1311.0,0.038973,3.12,2458543.2539,0.0007,-0.0007
551,LTT 9779,b,LTT 9779 b,0.792052,0.01679,0.42100000000000004,0.09225,358.6688767,-37.6282237,76.39,0.0,9.3e-06,-9.3e-06,9.79,8.153,8.446,8.016,5443.0,0.95,0.77,1978.0,0.157052,0.671088,2458354.2143,0.00025,-0.00025
554,TOI-763,b,TOI-763 b,5.6057,0.06,0.203,0.0308,194.468098,-39.758061299999994,,0.04,0.0013,-0.0013,10.265,8.554,8.858,8.49,5450.0,0.9,0.92,1038.0,0.074126,2.777366,2458572.102,0.0031,-0.0031
555,TOI-763,c,TOI-763 c,12.2737,0.1011,0.235,0.02932,194.468098,-39.758061299999994,,0.04,0.0053,-0.0077,10.265,8.554,8.858,8.49,5450.0,0.9,0.92,800.0,0.09762699999999999,3.656382,2458572.9661,0.0071,-0.0044
558,TOI-824,b,TOI-824 b,1.392978,0.021769999999999998,0.261,0.0581,222.1654705,-57.588866599999996,83.65,,1.8e-05,-1.7e-05,11.314,8.557,9.145000999999999,8.432,4600.0,0.7,0.71,1253.0,0.149,1.15344,2458639.60354,0.00035,-0.00035
562,TOI-540,b,TOI-540 b,1.2391491,0.01223,0.081,0.00212,76.3096949,-47.9375391,86.8,0.0,1.7e-06,-1.7e-06,14.823,9.17,9.755,8.9,3216.0,0.19,0.16,611.0,0.206265,0.345812,2458411.82601,0.00045999999999999996,-0.00045999999999999996
565,TOI-421,b,TOI-421 b,5.19672,0.056,0.239,0.02256,81.8532824,-14.276740400000001,85.68,0.163,0.00049,-0.00049,9.931,8.219,8.547,8.071,5325.0,0.87,0.85,981.4,,1.107,2458441.2847,0.002,-0.0018
566,TOI-421,c,TOI-421 c,16.06819,0.1189,0.45399999999999996,0.051660000000000005,81.8532824,-14.276740400000001,88.353,0.152,0.00035,-0.00035,9.931,8.219,8.547,8.071,5325.0,0.87,0.85,673.6,0.289,2.71,2458440.13162,0.0007,-0.0006799999999999999
568,GJ 3473,b,GJ 3473 b,1.1980035,0.01589,0.113,0.00585,120.59360649999999,3.3371629,87.95,0.0,1.8e-06,-1.9e-06,13.74,9.063,9.627,8.829001,3347.0,0.36,0.36,773.0,0.105099,0.95,2458492.20408,0.00043,-0.00042
569,GJ 3473,c,GJ 3473 c,15.509,0.0876,0.235,0.02331,120.59360649999999,3.3371629,,0.0,0.033,-0.033,13.74,9.063,9.627,8.829001,3347.0,0.36,0.36,329.1,,,,,
577,TOI-954,b,TOI-954 b,3.6849729,0.04963,0.852,0.174,61.941058700000006,-25.2088028,84.4,0.14,2.7e-06,-2.8e-06,10.343,8.891,9.18,8.779,5710.0,1.89,1.2,1526.0,0.207,5.09,2458411.9065099997,0.00084,-0.00078
583,HD 190007,b,HD 190007 b,11.72,0.092,0.375,0.051789999999999996,300.69563389999996,3.3266991999999997,,0.14,0.001,-0.001,7.46,4.956,5.476,4.796,4610.0,0.79,0.77,,,,,,
592,LP 714-47,b,LP 714-47 b,4.052037,0.0417,0.419,0.09691,64.19022120000001,-12.084864300000001,87.3,0.04,4e-06,-4e-06,12.492,8.829001,9.493,8.626,3950.0,0.58,0.59,700.0,0.484,1.287,2459196.11534,0.000509,-0.000509
595,WASP-107,c,WASP-107 c,1088.0,,1.18,0.36,188.38642769999998,-10.1462141,,0.28,15.0,-16.0,11.592,8.777,9.378,8.637,4425.0,0.67,0.68,,,,,,
596,TOI-251,b,TOI-251 b,4.93777,0.05741,0.244,1.0,353.06206549999996,-37.2558629,87.52,0.0,2.8e-05,-2.9e-05,9.887,8.498,8.766,8.426,5875.0,0.88,1.04,1041.044763,0.089185,2.232,2458357.30548,0.0013,-0.0015
598,TOI-776,b,TOI-776 b,8.24661,0.0652,0.165,0.01259,178.577997,-37.553356799999996,89.65,0.06,5e-05,-4e-05,11.536,7.877,8.483,7.615,3709.0,0.54,0.54,514.0,0.1063,2.41,2458571.4167,0.001,-0.0011
599,TOI-776,c,TOI-776 c,15.6653,0.1,0.18,0.01668,178.577997,-37.553356799999996,89.51,0.04,0.0004,-0.0003,11.536,7.877,8.483,7.615,3709.0,0.54,0.54,415.0,0.1484,2.99,2458572.5999,0.0018,-0.0016
